language,rule,path,operation,name,value
csharp,destructor_declaration,$.members[4],FIELD,parameters,
csharp,destructor_declaration,$.members[4].content,SYMBOL,parameter_list,
csharp,destructor_declaration,$.members[5],SYMBOL,_function_body,
csharp,method_declaration,$,SEQ,,
csharp,method_declaration,$.members[0],REPEAT,,
csharp,method_declaration,$.members[0].content,SYMBOL,_attribute_list,
csharp,method_declaration,$.members[1],REPEAT,,
csharp,method_declaration,$.members[1].content,SYMBOL,modifier,
csharp,method_declaration,$.members[2],FIELD,returns,
csharp,method_declaration,$.members[2].content,SYMBOL,type,
csharp,method_declaration,$.members[3],CHOICE,,
csharp,method_declaration,$.members[3].members[0],SYMBOL,explicit_interface_specifier,
csharp,method_declaration,$.members[3].members[1],BLANK,,
csharp,method_declaration,$.members[4],FIELD,name,
csharp,method_declaration,$.members[4].content,SYMBOL,identifier,
csharp,method_declaration,$.members[5],FIELD,type_parameters,
csharp,method_declaration,$.members[5].content,CHOICE,,
csharp,method_declaration,$.members[5].content.members[0],SYMBOL,type_parameter_list,
csharp,method_declaration,$.members[5].content.members[1],BLANK,,
csharp,method_declaration,$.members[6],FIELD,parameters,
csharp,method_declaration,$.members[6].content,SYMBOL,parameter_list,
csharp,method_declaration,$.members[7],REPEAT,,
csharp,method_declaration,$.members[7].content,SYMBOL,type_parameter_constraints_clause,
csharp,method_declaration,$.members[8],SYMBOL,_function_body,
csharp,event_declaration,$,SEQ,,
csharp,event_declaration,$.members[0],REPEAT,,
csharp,event_declaration,$.members[0].content,SYMBOL,_attribute_list,
csharp,event_declaration,$.members[1],REPEAT,,
csharp,event_declaration,$.members[1].content,SYMBOL,modifier,
csharp,event_declaration,$.members[2],STRING,,"""event"""
csharp,event_declaration,$.members[3],FIELD,type,
csharp,event_declaration,$.members[3].content,SYMBOL,type,
csharp,event_declaration,$.members[4],CHOICE,,
csharp,event_declaration,$.members[4].members[0],SYMBOL,explicit_interface_specifier,
csharp,event_declaration,$.members[4].members[1],BLANK,,
csharp,event_declaration,$.members[5],FIELD,name,
csharp,event_declaration,$.members[5].content,SYMBOL,identifier,
csharp,event_declaration,$.members[6],CHOICE,,
csharp,event_declaration,$.members[6].members[0],FIELD,accessors,
csharp,event_declaration,$.members[6].members[0].content,SYMBOL,accessor_list,
csharp,event_declaration,$.members[6].members[1],STRING,,""";"""
csharp,event_field_declaration,$,PREC_DYNAMIC,,1
csharp,event_field_declaration,$.content,SEQ,,
csharp,event_field_declaration,$.content.members[0],REPEAT,,
csharp,event_field_declaration,$.content.members[0].content,SYMBOL,_attribute_list,
csharp,event_field_declaration,$.content.members[1],REPEAT,,
csharp,event_field_declaration,$.content.members[1].content,SYMBOL,modifier,
csharp,event_field_declaration,$.content.members[2],STRING,,"""event"""
csharp,event_field_declaration,$.content.members[3],SYMBOL,variable_declaration,
csharp,event_field_declaration,$.content.members[4],STRING,,""";"""
csharp,accessor_list,$,SEQ,,
csharp,accessor_list,$.members[0],STRING,,"""{"""
csharp,accessor_list,$.members[1],REPEAT,,
csharp,accessor_list,$.members[1].content,SYMBOL,accessor_declaration,
csharp,accessor_list,$.members[2],STRING,,"""}"""
csharp,accessor_declaration,$,SEQ,,
csharp,accessor_declaration,$.members[0],REPEAT,,
csharp,accessor_declaration,$.members[0].content,SYMBOL,_attribute_list,
csharp,accessor_declaration,$.members[1],REPEAT,,
csharp,accessor_declaration,$.members[1].content,SYMBOL,modifier,
csharp,accessor_declaration,$.members[2],FIELD,name,
csharp,accessor_declaration,$.members[2].content,CHOICE,,
csharp,accessor_declaration,$.members[2].content.members[0],STRING,,"""get"""
csharp,accessor_declaration,$.members[2].content.members[1],STRING,,"""set"""
csharp,accessor_declaration,$.members[2].content.members[2],STRING,,"""add"""
csharp,accessor_declaration,$.members[2].content.members[3],STRING,,"""remove"""
csharp,accessor_declaration,$.members[2].content.members[4],STRING,,"""init"""
csharp,accessor_declaration,$.members[2].content.members[5],SYMBOL,identifier,
csharp,accessor_declaration,$.members[3],SYMBOL,_function_body,
csharp,indexer_declaration,$,SEQ,,
csharp,indexer_declaration,$.members[0],REPEAT,,
csharp,indexer_declaration,$.members[0].content,SYMBOL,_attribute_list,
csharp,indexer_declaration,$.members[1],REPEAT,,
csharp,indexer_declaration,$.members[1].content,SYMBOL,modifier,
csharp,indexer_declaration,$.members[2],FIELD,type,
csharp,indexer_declaration,$.members[2].content,SYMBOL,type,
csharp,indexer_declaration,$.members[3],CHOICE,,
csharp,indexer_declaration,$.members[3].members[0],SYMBOL,explicit_interface_specifier,
csharp,indexer_declaration,$.members[3].members[1],BLANK,,
csharp,indexer_declaration,$.members[4],STRING,,"""this"""
csharp,indexer_declaration,$.members[5],FIELD,parameters,
csharp,indexer_declaration,$.members[5].content,SYMBOL,bracketed_parameter_list,
csharp,indexer_declaration,$.members[6],CHOICE,,
csharp,indexer_declaration,$.members[6].members[0],FIELD,accessors,
csharp,indexer_declaration,$.members[6].members[0].content,SYMBOL,accessor_list,
csharp,indexer_declaration,$.members[6].members[1],SEQ,,
csharp,indexer_declaration,$.members[6].members[1].members[0],FIELD,value,
csharp,indexer_declaration,$.members[6].members[1].members[0].content,SYMBOL,arrow_expression_clause,
csharp,indexer_declaration,$.members[6].members[1].members[1],STRING,,""";"""
csharp,bracketed_parameter_list,$,SEQ,,
csharp,bracketed_parameter_list,$.members[0],STRING,,"""["""
csharp,bracketed_parameter_list,$.members[1],CHOICE,,
csharp,bracketed_parameter_list,$.members[1].members[0],SEQ,,
csharp,bracketed_parameter_list,$.members[1].members[0].members[0],CHOICE,,
csharp,bracketed_parameter_list,$.members[1].members[0].members[0].members[0],SYMBOL,parameter,
csharp,bracketed_parameter_list,$.members[1].members[0].members[0].members[1],SYMBOL,_parameter_array,
csharp,bracketed_parameter_list,$.members[1].members[0].members[1],REPEAT,,
csharp,bracketed_parameter_list,$.members[1].members[0].members[1].content,SEQ,,
csharp,bracketed_parameter_list,$.members[1].members[0].members[1].content.members[0],STRING,,""","""
csharp,bracketed_parameter_list,$.members[1].members[0].members[1].content.members[1],CHOICE,,
csharp,bracketed_parameter_list,$.members[1].members[0].members[1].content.members[1].members[0],SYMBOL,parameter,
csharp,bracketed_parameter_list,$.members[1].members[0].members[1].content.members[1].members[1],SYMBOL,_parameter_array,
csharp,bracketed_parameter_list,$.members[1].members[1],BLANK,,
csharp,bracketed_parameter_list,$.members[2],STRING,,"""]"""
csharp,property_declaration,$,SEQ,,
csharp,property_declaration,$.members[0],REPEAT,,
csharp,property_declaration,$.members[0].content,SYMBOL,_attribute_list,
csharp,property_declaration,$.members[1],REPEAT,,
csharp,property_declaration,$.members[1].content,SYMBOL,modifier,
csharp,property_declaration,$.members[2],FIELD,type,
csharp,property_declaration,$.members[2].content,SYMBOL,type,
csharp,property_declaration,$.members[3],CHOICE,,
csharp,property_declaration,$.members[3].members[0],SYMBOL,explicit_interface_specifier,
csharp,property_declaration,$.members[3].members[1],BLANK,,
csharp,property_declaration,$.members[4],FIELD,name,
csharp,property_declaration,$.members[4].content,SYMBOL,identifier,
csharp,property_declaration,$.members[5],CHOICE,,
csharp,property_declaration,$.members[5].members[0],SEQ,,
csharp,property_declaration,$.members[5].members[0].members[0],FIELD,accessors,
csharp,property_declaration,$.members[5].members[0].members[0].content,SYMBOL,accessor_list,
csharp,property_declaration,$.members[5].members[0].members[1],CHOICE,,
csharp,property_declaration,$.members[5].members[0].members[1].members[0],SEQ,,
csharp,property_declaration,$.members[5].members[0].members[1].members[0].members[0],STRING,,"""="""
csharp,property_declaration,$.members[5].members[0].members[1].members[0].members[1],FIELD,value,
csharp,property_declaration,$.members[5].members[0].members[1].members[0].members[1].content,SYMBOL,expression,
csharp,property_declaration,$.members[5].members[0].members[1].members[0].members[2],STRING,,""";"""
csharp,property_declaration,$.members[5].members[0].members[1].members[1],BLANK,,
csharp,property_declaration,$.members[5].members[1],SEQ,,
csharp,property_declaration,$.members[5].members[1].members[0],FIELD,value,
csharp,property_declaration,$.members[5].members[1].members[0].content,SYMBOL,arrow_expression_clause,
csharp,property_declaration,$.members[5].members[1].members[1],STRING,,""";"""
csharp,explicit_interface_specifier,$,PREC,,18
csharp,explicit_interface_specifier,$.content,SEQ,,
csharp,explicit_interface_specifier,$.content.members[0],SYMBOL,_name,
csharp,explicit_interface_specifier,$.content.members[1],STRING,,"""."""
csharp,parameter_list,$,SEQ,,
csharp,parameter_list,$.members[0],STRING,,"""("""
csharp,parameter_list,$.members[1],CHOICE,,
csharp,parameter_list,$.members[1].members[0],SEQ,,
csharp,parameter_list,$.members[1].members[0].members[0],CHOICE,,
csharp,parameter_list,$.members[1].members[0].members[0].members[0],SYMBOL,parameter,
csharp,parameter_list,$.members[1].members[0].members[0].members[1],SYMBOL,_parameter_array,
csharp,parameter_list,$.members[1].members[0].members[1],REPEAT,,
csharp,parameter_list,$.members[1].members[0].members[1].content,SEQ,,
csharp,parameter_list,$.members[1].members[0].members[1].content.members[0],STRING,,""","""
csharp,parameter_list,$.members[1].members[0].members[1].content.members[1],CHOICE,,
csharp,parameter_list,$.members[1].members[0].members[1].content.members[1].members[0],SYMBOL,parameter,
csharp,parameter_list,$.members[1].members[0].members[1].content.members[1].members[1],SYMBOL,_parameter_array,
csharp,parameter_list,$.members[1].members[1],BLANK,,
csharp,parameter_list,$.members[2],STRING,,""")"""
csharp,_parameter_type_with_modifiers,$,SEQ,,
csharp,_parameter_type_with_modifiers,$.members[0],REPEAT,,
csharp,_parameter_type_with_modifiers,$.members[0].content,PREC_LEFT,,0
csharp,_parameter_type_with_modifiers,$.members[0].content.content,ALIAS,,"""modifier"""
csharp,_parameter_type_with_modifiers,$.members[0].content.content.content,CHOICE,,
csharp,_parameter_type_with_modifiers,$.members[0].content.content.content.members[0],STRING,,"""this"""
csharp,_parameter_type_with_modifiers,$.members[0].content.content.content.members[1],STRING,,"""scoped"""
csharp,_parameter_type_with_modifiers,$.members[0].content.content.content.members[2],STRING,,"""ref"""
csharp,_parameter_type_with_modifiers,$.members[0].content.content.content.members[3],STRING,,"""out"""
csharp,_parameter_type_with_modifiers,$.members[0].content.content.content.members[4],STRING,,"""in"""
csharp,_parameter_type_with_modifiers,$.members[0].content.content.content.members[5],STRING,,"""readonly"""
csharp,_parameter_type_with_modifiers,$.members[1],FIELD,type,
csharp,_parameter_type_with_modifiers,$.members[1].content,SYMBOL,type,
csharp,parameter,$,SEQ,,
csharp,parameter,$.members[0],REPEAT,,
csharp,parameter,$.members[0].content,SYMBOL,_attribute_list,
csharp,parameter,$.members[1],CHOICE,,
csharp,parameter,$.members[1].members[0],SYMBOL,_parameter_type_with_modifiers,
csharp,parameter,$.members[1].members[1],BLANK,,
csharp,parameter,$.members[2],FIELD,name,
csharp,parameter,$.members[2].content,SYMBOL,identifier,
csharp,parameter,$.members[3],CHOICE,,
csharp,parameter,$.members[3].members[0],SEQ,,
csharp,parameter,$.members[3].members[0].members[0],STRING,,"""="""
csharp,parameter,$.members[3].members[0].members[1],SYMBOL,expression,
csharp,parameter,$.members[3].members[1],BLANK,,
csharp,_parameter_array,$,SEQ,,
csharp,_parameter_array,$.members[0],REPEAT,,
csharp,_parameter_array,$.members[0].content,SYMBOL,_attribute_list,
csharp,_parameter_array,$.members[1],STRING,,"""params"""
csharp,_parameter_array,$.members[2],FIELD,type,
csharp,_parameter_array,$.members[2].content,SYMBOL,type,
csharp,_parameter_array,$.members[3],FIELD,name,
csharp,_parameter_array,$.members[3].content,SYMBOL,identifier,
csharp,constructor_initializer,$,SEQ,,
csharp,constructor_initializer,$.members[0],STRING,,""":"""
csharp,constructor_initializer,$.members[1],CHOICE,,
csharp,constructor_initializer,$.members[1].members[0],STRING,,"""base"""
csharp,constructor_initializer,$.members[1].members[1],STRING,,"""this"""
csharp,constructor_initializer,$.members[2],SYMBOL,argument_list,
csharp,argument_list,$,SEQ,,
csharp,argument_list,$.members[0],STRING,,"""("""
csharp,argument_list,$.members[1],CHOICE,,
csharp,argument_list,$.members[1].members[0],SEQ,,
csharp,argument_list,$.members[1].members[0].members[0],SYMBOL,argument,
csharp,argument_list,$.members[1].members[0].members[1],REPEAT,,
csharp,argument_list,$.members[1].members[0].members[1].content,SEQ,,
csharp,argument_list,$.members[1].members[0].members[1].content.members[0],STRING,,""","""
csharp,argument_list,$.members[1].members[0].members[1].content.members[1],SYMBOL,argument,
csharp,argument_list,$.members[1].members[1],BLANK,,
csharp,argument_list,$.members[2],STRING,,""")"""
csharp,tuple_pattern,$,SEQ,,
csharp,tuple_pattern,$.members[0],STRING,,"""("""
csharp,tuple_pattern,$.members[1],SEQ,,
csharp,tuple_pattern,$.members[1].members[0],CHOICE,,
csharp,tuple_pattern,$.members[1].members[0].members[0],FIELD,name,
csharp,tuple_pattern,$.members[1].members[0].members[0].content,SYMBOL,identifier,
csharp,tuple_pattern,$.members[1].members[0].members[1],SYMBOL,discard,
csharp,tuple_pattern,$.members[1].members[0].members[2],SYMBOL,tuple_pattern,
csharp,tuple_pattern,$.members[1].members[1],REPEAT,,
csharp,tuple_pattern,$.members[1].members[1].content,SEQ,,
csharp,tuple_pattern,$.members[1].members[1].content.members[0],STRING,,""","""
csharp,tuple_pattern,$.members[1].members[1].content.members[1],CHOICE,,
csharp,tuple_pattern,$.members[1].members[1].content.members[1].members[0],FIELD,name,
csharp,tuple_pattern,$.members[1].members[1].content.members[1].members[0].content,SYMBOL,identifier,
csharp,tuple_pattern,$.members[1].members[1].content.members[1].members[1],SYMBOL,discard,
csharp,tuple_pattern,$.members[1].members[1].content.members[1].members[2],SYMBOL,tuple_pattern,
csharp,tuple_pattern,$.members[2],STRING,,""")"""
csharp,argument,$,PREC,,1
csharp,argument,$.content,SEQ,,
csharp,argument,$.content.members[0],CHOICE,,
csharp,argument,$.content.members[0].members[0],SEQ,,
csharp,argument,$.content.members[0].members[0].members[0],FIELD,name,
csharp,argument,$.content.members[0].members[0].members[0].content,SYMBOL,identifier,
csharp,argument,$.content.members[0].members[0].members[1],STRING,,""":"""
csharp,argument,$.content.members[0].members[1],BLANK,,
csharp,argument,$.content.members[1],CHOICE,,
csharp,argument,$.content.members[1].members[0],CHOICE,,
csharp,argument,$.content.members[1].members[0].members[0],STRING,,"""ref"""
csharp,argument,$.content.members[1].members[0].members[1],STRING,,"""out"""
csharp,argument,$.content.members[1].members[0].members[2],STRING,,"""in"""
csharp,argument,$.content.members[1].members[1],BLANK,,
csharp,argument,$.content.members[2],CHOICE,,
csharp,argument,$.content.members[2].members[0],SYMBOL,expression,
csharp,argument,$.content.members[2].members[1],SYMBOL,declaration_expression,
csharp,block,$,SEQ,,
csharp,block,$.members[0],STRING,,"""{"""
csharp,block,$.members[1],REPEAT,,
csharp,block,$.members[1].content,SYMBOL,statement,
csharp,block,$.members[2],STRING,,"""}"""
csharp,arrow_expression_clause,$,SEQ,,
csharp,arrow_expression_clause,$.members[0],STRING,,"""=>"""
csharp,arrow_expression_clause,$.members[1],SYMBOL,expression,
csharp,_function_body,$,CHOICE,,
csharp,_function_body,$.members[0],FIELD,body,
csharp,_function_body,$.members[0].content,SYMBOL,block,
csharp,_function_body,$.members[1],SEQ,,
csharp,_function_body,$.members[1].members[0],FIELD,body,
csharp,_function_body,$.members[1].members[0].content,SYMBOL,arrow_expression_clause,
csharp,_function_body,$.members[1].members[1],STRING,,""";"""
csharp,_function_body,$.members[2],STRING,,""";"""
csharp,variable_declaration,$,SEQ,,
csharp,variable_declaration,$.members[0],FIELD,type,
csharp,variable_declaration,$.members[0].content,SYMBOL,type,
csharp,variable_declaration,$.members[1],SEQ,,
csharp,variable_declaration,$.members[1].members[0],SYMBOL,variable_declarator,
csharp,variable_declaration,$.members[1].members[1],REPEAT,,
csharp,variable_declaration,$.members[1].members[1].content,SEQ,,
csharp,variable_declaration,$.members[1].members[1].content.members[0],STRING,,""","""
csharp,variable_declaration,$.members[1].members[1].content.members[1],SYMBOL,variable_declarator,
csharp,using_variable_declaration,$,SEQ,,
csharp,using_variable_declaration,$.members[0],FIELD,type,
csharp,using_variable_declaration,$.members[0].content,SYMBOL,type,
csharp,using_variable_declaration,$.members[1],SEQ,,
csharp,using_variable_declaration,$.members[1].members[0],ALIAS,,"""variable_declarator"""
csharp,using_variable_declaration,$.members[1].members[0].content,SYMBOL,using_variable_declarator,
csharp,using_variable_declaration,$.members[1].members[1],REPEAT,,
csharp,using_variable_declaration,$.members[1].members[1].content,SEQ,,
csharp,using_variable_declaration,$.members[1].members[1].content.members[0],STRING,,""","""
csharp,using_variable_declaration,$.members[1].members[1].content.members[1],ALIAS,,"""variable_declarator"""
csharp,using_variable_declaration,$.members[1].members[1].content.members[1].content,SYMBOL,using_variable_declarator,
csharp,variable_declarator,$,SEQ,,
csharp,variable_declarator,$.members[0],CHOICE,,
csharp,variable_declarator,$.members[0].members[0],FIELD,name,
csharp,variable_declarator,$.members[0].members[0].content,SYMBOL,identifier,
csharp,variable_declarator,$.members[0].members[1],SYMBOL,tuple_pattern,
csharp,variable_declarator,$.members[1],CHOICE,,
csharp,variable_declarator,$.members[1].members[0],SYMBOL,bracketed_argument_list,
csharp,variable_declarator,$.members[1].members[1],BLANK,,
csharp,variable_declarator,$.members[2],CHOICE,,
csharp,variable_declarator,$.members[2].members[0],SEQ,,
csharp,variable_declarator,$.members[2].members[0].members[0],STRING,,"""="""
csharp,variable_declarator,$.members[2].members[0].members[1],SYMBOL,expression,
csharp,variable_declarator,$.members[2].members[1],BLANK,,
csharp,using_variable_declarator,$,SEQ,,
csharp,using_variable_declarator,$.members[0],FIELD,name,
csharp,using_variable_declarator,$.members[0].content,SYMBOL,identifier,
csharp,using_variable_declarator,$.members[1],CHOICE,,
csharp,using_variable_declarator,$.members[1].members[0],SEQ,,
csharp,using_variable_declarator,$.members[1].members[0].members[0],STRING,,"""="""
csharp,using_variable_declarator,$.members[1].members[0].members[1],SYMBOL,expression,
csharp,using_variable_declarator,$.members[1].members[1],BLANK,,
csharp,bracketed_argument_list,$,SEQ,,
csharp,bracketed_argument_list,$.members[0],STRING,,"""["""
csharp,bracketed_argument_list,$.members[1],SEQ,,
csharp,bracketed_argument_list,$.members[1].members[0],SYMBOL,argument,
csharp,bracketed_argument_list,$.members[1].members[1],REPEAT,,
csharp,bracketed_argument_list,$.members[1].members[1].content,SEQ,,
csharp,bracketed_argument_list,$.members[1].members[1].content.members[0],STRING,,""","""
csharp,bracketed_argument_list,$.members[1].members[1].content.members[1],SYMBOL,argument,
csharp,bracketed_argument_list,$.members[2],CHOICE,,
csharp,bracketed_argument_list,$.members[2].members[0],STRING,,""","""
csharp,bracketed_argument_list,$.members[2].members[1],BLANK,,
csharp,bracketed_argument_list,$.members[3],STRING,,"""]"""
csharp,qualified_identifier,$,SEQ,,
csharp,qualified_identifier,$.members[0],SYMBOL,identifier,
csharp,qualified_identifier,$.members[1],REPEAT,,
csharp,qualified_identifier,$.members[1].content,SEQ,,
csharp,qualified_identifier,$.members[1].content.members[0],STRING,,"""."""
csharp,qualified_identifier,$.members[1].content.members[1],SYMBOL,identifier,
csharp,_name,$,CHOICE,,
csharp,_name,$.members[0],SYMBOL,alias_qualified_name,
csharp,_name,$.members[1],SYMBOL,qualified_name,
csharp,_name,$.members[2],SYMBOL,_simple_name,
csharp,alias_qualified_name,$,SEQ,,
csharp,alias_qualified_name,$.members[0],FIELD,alias,
csharp,alias_qualified_name,$.members[0].content,SYMBOL,identifier,
csharp,alias_qualified_name,$.members[1],STRING,,"""::"""
csharp,alias_qualified_name,$.members[2],FIELD,name,
csharp,alias_qualified_name,$.members[2].content,SYMBOL,_simple_name,
csharp,_simple_name,$,CHOICE,,
csharp,_simple_name,$.members[0],SYMBOL,identifier,
csharp,_simple_name,$.members[1],SYMBOL,generic_name,
csharp,qualified_name,$,PREC,,18
csharp,qualified_name,$.content,SEQ,,
csharp,qualified_name,$.content.members[0],FIELD,qualifier,
csharp,qualified_name,$.content.members[0].content,SYMBOL,_name,
csharp,qualified_name,$.content.members[1],STRING,,"""."""
csharp,qualified_name,$.content.members[2],FIELD,name,
csharp,qualified_name,$.content.members[2].content,SYMBOL,_simple_name,
csharp,generic_name,$,SEQ,,
csharp,generic_name,$.members[0],SYMBOL,identifier,
csharp,generic_name,$.members[1],SYMBOL,type_argument_list,
csharp,type_argument_list,$,SEQ,,
csharp,type_argument_list,$.members[0],STRING,,"""<"""
csharp,type_argument_list,$.members[1],CHOICE,,
csharp,type_argument_list,$.members[1].members[0],REPEAT,,
csharp,type_argument_list,$.members[1].members[0].content,STRING,,""","""
csharp,type_argument_list,$.members[1].members[1],SEQ,,
csharp,type_argument_list,$.members[1].members[1].members[0],SYMBOL,type,
csharp,type_argument_list,$.members[1].members[1].members[1],REPEAT,,
csharp,type_argument_list,$.members[1].members[1].members[1].content,SEQ,,
csharp,type_argument_list,$.members[1].members[1].members[1].content.members[0],STRING,,""","""
csharp,type_argument_list,$.members[1].members[1].members[1].content.members[1],SYMBOL,type,
csharp,type_argument_list,$.members[2],STRING,,""">"""
csharp,type,$,CHOICE,,
csharp,type,$.members[0],SYMBOL,implicit_type,
csharp,type,$.members[1],SYMBOL,array_type,
csharp,type,$.members[2],SYMBOL,_name,
csharp,type,$.members[3],SYMBOL,nullable_type,
csharp,type,$.members[4],SYMBOL,pointer_type,
csharp,type,$.members[5],SYMBOL,function_pointer_type,
csharp,type,$.members[6],SYMBOL,predefined_type,
csharp,type,$.members[7],SYMBOL,tuple_type,
csharp,type,$.members[8],SYMBOL,ref_type,
csharp,type,$.members[9],SYMBOL,scoped_type,
csharp,implicit_type,$,PREC_DYNAMIC,,1
csharp,implicit_type,$.content,STRING,,"""var"""
csharp,array_type,$,SEQ,,
csharp,array_type,$.members[0],FIELD,type,
csharp,array_type,$.members[0].content,SYMBOL,_array_base_type,
csharp,array_type,$.members[1],FIELD,rank,
csharp,array_type,$.members[1].content,SYMBOL,array_rank_specifier,
csharp,_array_base_type,$,CHOICE,,
csharp,_array_base_type,$.members[0],SYMBOL,array_type,
csharp,_array_base_type,$.members[1],SYMBOL,_name,
csharp,_array_base_type,$.members[2],SYMBOL,nullable_type,
csharp,_array_base_type,$.members[3],SYMBOL,pointer_type,
csharp,_array_base_type,$.members[4],SYMBOL,function_pointer_type,
csharp,_array_base_type,$.members[5],SYMBOL,predefined_type,
csharp,_array_base_type,$.members[6],SYMBOL,tuple_type,
csharp,array_rank_specifier,$,SEQ,,
csharp,array_rank_specifier,$.members[0],STRING,,"""["""
csharp,array_rank_specifier,$.members[1],CHOICE,,
csharp,array_rank_specifier,$.members[1].members[0],SEQ,,
csharp,array_rank_specifier,$.members[1].members[0].members[0],CHOICE,,
csharp,array_rank_specifier,$.members[1].members[0].members[0].members[0],SYMBOL,expression,
csharp,array_rank_specifier,$.members[1].members[0].members[0].members[1],BLANK,,
csharp,array_rank_specifier,$.members[1].members[0].members[1],REPEAT,,
csharp,array_rank_specifier,$.members[1].members[0].members[1].content,SEQ,,
csharp,array_rank_specifier,$.members[1].members[0].members[1].content.members[0],STRING,,""","""
csharp,array_rank_specifier,$.members[1].members[0].members[1].content.members[1],CHOICE,,
csharp,array_rank_specifier,$.members[1].members[0].members[1].content.members[1].members[0],SYMBOL,expression,
csharp,array_rank_specifier,$.members[1].members[0].members[1].content.members[1].members[1],BLANK,,
csharp,array_rank_specifier,$.members[1].members[1],BLANK,,
csharp,array_rank_specifier,$.members[2],STRING,,"""]"""
csharp,nullable_type,$,SEQ,,
csharp,nullable_type,$.members[0],FIELD,type,
csharp,nullable_type,$.members[0].content,SYMBOL,_nullable_base_type,
csharp,nullable_type,$.members[1],STRING,,"""?"""
csharp,_nullable_base_type,$,CHOICE,,
csharp,_nullable_base_type,$.members[0],SYMBOL,array_type,
csharp,_nullable_base_type,$.members[1],SYMBOL,_name,
csharp,_nullable_base_type,$.members[2],SYMBOL,predefined_type,
csharp,_nullable_base_type,$.members[3],SYMBOL,tuple_type,
csharp,pointer_type,$,SEQ,,
csharp,pointer_type,$.members[0],FIELD,type,
csharp,pointer_type,$.members[0].content,SYMBOL,_pointer_base_type,
csharp,pointer_type,$.members[1],STRING,,"""*"""
csharp,_pointer_base_type,$,CHOICE,,
csharp,_pointer_base_type,$.members[0],SYMBOL,_name,
csharp,_pointer_base_type,$.members[1],SYMBOL,nullable_type,
csharp,_pointer_base_type,$.members[2],SYMBOL,pointer_type,
csharp,_pointer_base_type,$.members[3],SYMBOL,function_pointer_type,
csharp,_pointer_base_type,$.members[4],SYMBOL,predefined_type,
csharp,_pointer_base_type,$.members[5],SYMBOL,tuple_type,
csharp,function_pointer_type,$,SEQ,,
csharp,function_pointer_type,$.members[0],STRING,,"""delegate"""
csharp,function_pointer_type,$.members[1],STRING,,"""*"""
csharp,function_pointer_type,$.members[2],CHOICE,,
csharp,function_pointer_type,$.members[2].members[0],SYMBOL,calling_convention,
csharp,function_pointer_type,$.members[2].members[1],BLANK,,
csharp,function_pointer_type,$.members[3],STRING,,"""<"""
csharp,function_pointer_type,$.members[4],REPEAT,,
csharp,function_pointer_type,$.members[4].content,SEQ,,
csharp,function_pointer_type,$.members[4].content.members[0],SYMBOL,function_pointer_parameter,
csharp,function_pointer_type,$.members[4].content.members[1],STRING,,""","""
csharp,function_pointer_type,$.members[5],FIELD,returns,
csharp,function_pointer_type,$.members[5].content,SYMBOL,type,
csharp,function_pointer_type,$.members[6],STRING,,""">"""
csharp,calling_convention,$,CHOICE,,
csharp,calling_convention,$.members[0],STRING,,"""managed"""
csharp,calling_convention,$.members[1],SEQ,,
csharp,calling_convention,$.members[1].members[0],STRING,,"""unmanaged"""
csharp,calling_convention,$.members[1].members[1],CHOICE,,
csharp,calling_convention,$.members[1].members[1].members[0],SEQ,,
csharp,calling_convention,$.members[1].members[1].members[0].members[0],STRING,,"""["""
csharp,calling_convention,$.members[1].members[1].members[0].members[1],SEQ,,
csharp,calling_convention,$.members[1].members[1].members[0].members[1].members[0],CHOICE,,
csharp,calling_convention,$.members[1].members[1].members[0].members[1].members[0].members[0],STRING,,"""Cdecl"""
csharp,calling_convention,$.members[1].members[1].members[0].members[1].members[0].members[1],STRING,,"""Stdcall"""
csharp,calling_convention,$.members[1].members[1].members[0].members[1].members[0].members[2],STRING,,"""Thiscall"""
csharp,calling_convention,$.members[1].members[1].members[0].members[1].members[0].members[3],STRING,,"""Fastcall"""
csharp,calling_convention,$.members[1].members[1].members[0].members[1].members[0].members[4],SYMBOL,identifier,
csharp,calling_convention,$.members[1].members[1].members[0].members[1].members[1],REPEAT,,
csharp,calling_convention,$.members[1].members[1].members[0].members[1].members[1].content,SEQ,,
csharp,calling_convention,$.members[1].members[1].members[0].members[1].members[1].content.members[0],STRING,,""","""
csharp,calling_convention,$.members[1].members[1].members[0].members[1].members[1].content.members[1],CHOICE,,
csharp,calling_convention,$.members[1].members[1].members[0].members[1].members[1].content.members[1].members[0],STRING,,"""Cdecl"""
csharp,calling_convention,$.members[1].members[1].members[0].members[1].members[1].content.members[1].members[1],STRING,,"""Stdcall"""
csharp,calling_convention,$.members[1].members[1].members[0].members[1].members[1].content.members[1].members[2],STRING,,"""Thiscall"""
csharp,calling_convention,$.members[1].members[1].members[0].members[1].members[1].content.members[1].members[3],STRING,,"""Fastcall"""
csharp,calling_convention,$.members[1].members[1].members[0].members[1].members[1].content.members[1].members[4],SYMBOL,identifier,
csharp,calling_convention,$.members[1].members[1].members[0].members[2],STRING,,"""]"""
csharp,calling_convention,$.members[1].members[1].members[1],BLANK,,
csharp,function_pointer_parameter,$,SEQ,,
csharp,function_pointer_parameter,$.members[0],CHOICE,,
csharp,function_pointer_parameter,$.members[0].members[0],CHOICE,,
csharp,function_pointer_parameter,$.members[0].members[0].members[0],STRING,,"""ref"""
