language,axis,feature,exact_vector_class,support_cases
csharp,field,pattern,ts_0881,12
csharp,field,qualifier,ts_0882,10
csharp,field,rank,ts_0883,11
csharp,field,returns,ts_0884,31
csharp,field,right,ts_0878,67
csharp,field,subscript,ts_0885,9
csharp,field,type,ts_0886,150
csharp,field,type_parameters,ts_0887,5
csharp,field,update,ts_0888,1
csharp,field,value,ts_0889,18
csharp,node,accessor_declaration,ts_0890,9
csharp,node,accessor_list,ts_0890,9
csharp,node,alias_qualified_name,ts_0891,1
csharp,node,and_pattern,ts_0892,2
csharp,node,anonymous_method_expression,ts_0893,3
csharp,node,anonymous_object_creation_expression,ts_0894,4
csharp,node,argument,ts_0895,50
csharp,node,argument_list,ts_0896,43
csharp,node,array_creation_expression,ts_0897,3
csharp,node,array_rank_specifier,ts_0898,12
csharp,node,array_type,ts_0898,12
csharp,node,arrow_expression_clause,ts_0899,15
csharp,node,as_expression,ts_0900,3
csharp,node,assignment_expression,ts_0901,30
csharp,node,attribute,ts_0902,9
csharp,node,attribute_argument,ts_0903,2
csharp,node,attribute_argument_list,ts_0904,3
csharp,node,attribute_list,ts_0905,8
csharp,node,attribute_target_specifier,ts_0906,3
csharp,node,await_expression,ts_0907,1
csharp,node,base_list,ts_0908,9
csharp,node,binary_expression,ts_0909,40
csharp,node,block,ts_0910,94
csharp,node,boolean_literal,ts_0911,12
csharp,node,bracketed_argument_list,ts_0885,9
csharp,node,bracketed_parameter_list,ts_0912,2
csharp,node,break_statement,ts_0913,2
csharp,node,calling_convention,ts_0914,1
csharp,node,cast_expression,ts_0915,9
csharp,node,catch_clause,ts_0916,1
csharp,node,catch_declaration,ts_0916,1
csharp,node,catch_filter_clause,ts_0916,1
csharp,node,character_literal,ts_0917,4
csharp,node,character_literal_content,ts_0918,3
csharp,node,checked_expression,ts_0919,1
csharp,node,checked_statement,ts_0920,1
csharp,node,class_declaration,ts_0921,58
csharp,node,collection_element,ts_0922,8
csharp,node,collection_expression,ts_0923,11
csharp,node,comment,ts_0924,9
csharp,node,compilation_unit,ts_0925,179
csharp,node,conditional_access_expression,ts_0926,5
csharp,node,conditional_expression,ts_0927,10
csharp,node,constant_pattern,ts_0928,17
csharp,node,constructor_constraint,ts_0929,5
csharp,node,constructor_declaration,ts_0930,3
csharp,node,constructor_initializer,ts_0931,1
csharp,node,continue_statement,ts_0932,1
csharp,node,conversion_operator_declaration,ts_0933,6
csharp,node,declaration_expression,ts_0934,4
csharp,node,declaration_list,ts_0935,62
csharp,node,declaration_pattern,ts_0936,6
csharp,node,default_expression,ts_0937,3
csharp,node,delegate_declaration,ts_0938,1
csharp,node,destructor_declaration,ts_0939,1
csharp,node,discard,ts_0940,10
csharp,node,do_statement,ts_0932,1
csharp,node,element_access_expression,ts_0885,9
csharp,node,element_binding_expression,ts_0941,5
csharp,node,enum_declaration,ts_0942,2
csharp,node,enum_member_declaration,ts_0942,2
csharp,node,enum_member_declaration_list,ts_0942,2
csharp,node,escape_sequence,ts_0943,2
csharp,node,event_declaration,ts_0944,3
csharp,node,event_field_declaration,ts_0945,3
csharp,node,explicit_interface_specifier,ts_0946,4
csharp,node,expression_element,ts_0947,7
csharp,node,expression_statement,ts_0948,45
csharp,node,extension_body,ts_0949,1
csharp,node,extension_declaration,ts_0949,1
csharp,node,extern_alias_directive,ts_0891,1
csharp,node,field_declaration,ts_0950,6
csharp,node,file_scoped_namespace_declaration,ts_0951,1
csharp,node,finally_clause,ts_0916,1
csharp,node,fixed_statement,ts_0952,1
csharp,node,for_statement,ts_0888,1
csharp,node,foreach_statement,ts_0953,2
csharp,node,from_clause,ts_0954,1
csharp,node,function_pointer_parameter,ts_0914,1
csharp,node,function_pointer_type,ts_0914,1
csharp,node,generic_name,ts_0955,20
csharp,node,global_attribute,ts_0956,1
csharp,node,global_statement,ts_0957,117
csharp,node,goto_statement,ts_0932,1
csharp,node,group_clause,ts_0954,1
csharp,node,identifier,ts_0958,177
csharp,node,if_statement,ts_0959,5
csharp,node,implicit_array_creation_expression,ts_0960,2
csharp,node,implicit_object_creation_expression,ts_0961,1
csharp,node,implicit_parameter,ts_0962,6
csharp,node,implicit_stackalloc_expression,ts_0963,1
csharp,node,implicit_type,ts_0964,101
csharp,node,indexer_declaration,ts_0912,2
csharp,node,initializer_expression,ts_0965,9
csharp,node,integer_literal,ts_0966,80
csharp,node,interface_declaration,ts_0967,3
csharp,node,interpolated_string_expression,ts_0968,2
csharp,node,interpolation,ts_0969,1
csharp,node,interpolation_alignment_clause,ts_0969,1
csharp,node,interpolation_brace,ts_0969,1
csharp,node,interpolation_format_clause,ts_0969,1
csharp,node,interpolation_quote,ts_0969,1
csharp,node,interpolation_start,ts_0968,2
csharp,node,invocation_expression,ts_0876,36
csharp,node,is_expression,ts_0970,6
csharp,node,is_pattern_expression,ts_0881,12
csharp,node,join_clause,ts_0954,1
csharp,node,labeled_statement,ts_0932,1
csharp,node,lambda_expression,ts_0971,11
csharp,node,let_clause,ts_0954,1
csharp,node,list_pattern,ts_0972,2
csharp,node,local_declaration_statement,ts_0973,104
csharp,node,local_function_statement,ts_0974,51
csharp,node,lock_statement,ts_0920,1
csharp,node,makeref_expression,ts_0975,1
csharp,node,member_access_expression,ts_0976,31
csharp,node,member_binding_expression,ts_0977,3
csharp,node,method_declaration,ts_0978,31
csharp,node,modifier,ts_0979,40
csharp,node,namespace_declaration,ts_0980,2
csharp,node,negated_pattern,ts_0981,1
csharp,node,null_literal,ts_0982,18
csharp,node,nullable_type,ts_0983,5
csharp,node,object_creation_expression,ts_0984,8
csharp,node,operator_declaration,ts_0985,13
csharp,node,or_pattern,ts_0986,4
csharp,node,order_by_clause,ts_0954,1
csharp,node,parameter,ts_0987,43
csharp,node,parameter_list,ts_0988,101
csharp,node,parenthesized_expression,ts_0989,7
csharp,node,parenthesized_pattern,ts_0990,1
csharp,node,pointer_type,ts_0914,1
csharp,node,positional_pattern_clause,ts_0991,7
csharp,node,postfix_unary_expression,ts_0992,7
csharp,node,predefined_type,ts_0993,117
csharp,node,prefix_unary_expression,ts_0994,13
csharp,node,preproc_arg,ts_0995,1
csharp,node,preproc_define,ts_0995,1
csharp,node,preproc_elif,ts_0996,1
csharp,node,preproc_else,ts_0996,1
csharp,node,preproc_if,ts_0997,2
csharp,node,preproc_line,ts_0998,1
csharp,node,preproc_undef,ts_0995,1
csharp,node,primary_constructor_base_type,ts_0999,1
csharp,node,property_declaration,ts_1000,8
csharp,node,property_pattern_clause,ts_1001,7
csharp,node,qualified_name,ts_1002,11
csharp,node,query_expression,ts_0954,1
csharp,node,range_expression,ts_1003,4
csharp,node,raw_string_content,ts_0969,1
csharp,node,raw_string_end,ts_0969,1
csharp,node,raw_string_literal,ts_0969,1
csharp,node,raw_string_start,ts_0969,1
csharp,node,real_literal,ts_0969,1
csharp,node,receiver_parameter,ts_0949,1
csharp,node,record_declaration,ts_0999,1
csharp,node,recursive_pattern,ts_1004,9
csharp,node,ref_expression,ts_1005,6
csharp,node,ref_type,ts_1006,9
csharp,node,reftype_expression,ts_1007,1
csharp,node,refvalue_expression,ts_1008,1
csharp,node,relational_pattern,ts_1009,1
csharp,node,return_statement,ts_1010,20
csharp,node,scoped_type,ts_1011,2
csharp,node,select_clause,ts_0954,1
csharp,node,shebang_directive,ts_1012,1
csharp,node,sizeof_expression,ts_1013,1
csharp,node,slice_pattern,ts_0972,2
csharp,node,spread_element,ts_1014,2
csharp,node,stackalloc_expression,ts_1015,1
csharp,node,string_content,ts_0968,2
csharp,node,string_literal,ts_1016,27
csharp,node,string_literal_content,ts_1017,26
csharp,node,string_literal_encoding,ts_0969,1
csharp,node,struct_declaration,ts_1018,5
csharp,node,subpattern,ts_1019,8
csharp,node,switch_body,ts_0913,2
csharp,node,switch_expression,ts_1020,9
csharp,node,switch_expression_arm,ts_1020,9
csharp,node,switch_section,ts_0913,2
csharp,node,switch_statement,ts_0913,2
csharp,node,throw_expression,ts_1021,3
csharp,node,throw_statement,ts_0932,1
csharp,node,try_statement,ts_0916,1
csharp,node,tuple_element,ts_1022,4
csharp,node,tuple_expression,ts_1023,5
csharp,node,tuple_pattern,ts_1024,2
csharp,node,tuple_type,ts_1022,4
csharp,node,type_argument_list,ts_0955,20
csharp,node,type_parameter,ts_1025,10
csharp,node,type_parameter_constraint,ts_1026,8
csharp,node,type_parameter_constraints_clause,ts_1026,8
csharp,node,type_parameter_list,ts_1025,10
csharp,node,type_pattern,ts_1027,6
csharp,node,typeof_expression,ts_1028,2
csharp,node,unary_expression,ts_0870,1
csharp,node,unsafe_statement,ts_0952,1
csharp,node,using_directive,ts_0891,1
csharp,node,using_statement,ts_1029,1
csharp,node,variable_declaration,ts_1030,114
csharp,node,variable_declarator,ts_1030,114
csharp,node,verbatim_string_literal,ts_1031,2
csharp,node,when_clause,ts_1032,1
csharp,node,where_clause,ts_0954,1
csharp,node,while_statement,ts_0932,1
csharp,node,with_expression,ts_1033,6
csharp,node,with_initializer,ts_1033,6
csharp,node,yield_statement,ts_0920,1
csharp,relation,accessor_declaration>arrow_expression_clause,ts_1034,3
csharp,relation,accessor_declaration>attribute_list,ts_1035,1
csharp,relation,accessor_declaration>block,ts_1036,6
csharp,relation,accessor_list>accessor_declaration,ts_0890,9
csharp,relation,alias_qualified_name>identifier,ts_0891,1
csharp,relation,and_pattern>list_pattern,ts_1037,1
csharp,relation,and_pattern>relational_pattern,ts_1009,1
csharp,relation,anonymous_method_expression>block,ts_0893,3
csharp,relation,anonymous_method_expression>modifier,ts_1038,1
csharp,relation,anonymous_method_expression>parameter_list,ts_0893,3
csharp,relation,anonymous_object_creation_expression>identifier,ts_1039,3
csharp,relation,anonymous_object_creation_expression>invocation_expression,ts_0954,1
csharp,relation,anonymous_object_creation_expression>member_access_expression,ts_0954,1
csharp,relation,anonymous_object_creation_expression>string_literal,ts_1040,1
csharp,relation,argument>binary_expression,ts_0969,1
csharp,relation,argument>boolean_literal,ts_0932,1
csharp,relation,argument>collection_expression,ts_1041,2
csharp,relation,argument>declaration_expression,ts_0934,4
csharp,relation,argument>generic_name,ts_1042,2
csharp,relation,argument>identifier,ts_1043,31
csharp,relation,argument>integer_literal,ts_1044,14
csharp,relation,argument>lambda_expression,ts_1045,3
csharp,relation,argument>member_access_expression,ts_1046,2
csharp,relation,argument>postfix_unary_expression,ts_1047,1
csharp,relation,argument>range_expression,ts_1048,2
csharp,relation,argument>string_literal,ts_1049,11
csharp,relation,argument_list>argument,ts_1050,37
csharp,relation,array_creation_expression>array_type,ts_0897,3
csharp,relation,array_creation_expression>initializer_expression,ts_1051,2
csharp,relation,array_rank_specifier>integer_literal,ts_0897,3
csharp,relation,array_type>array_rank_specifier,ts_0898,12
csharp,relation,array_type>array_type,ts_1052,1
csharp,relation,array_type>identifier,ts_1053,2
csharp,relation,array_type>predefined_type,ts_1054,9
csharp,relation,array_type>tuple_type,ts_1055,1
csharp,relation,arrow_expression_clause>assignment_expression,ts_1056,3
csharp,relation,arrow_expression_clause>binary_expression,ts_1057,2
csharp,relation,arrow_expression_clause>boolean_literal,ts_1058,1
csharp,relation,arrow_expression_clause>element_access_expression,ts_0939,1
csharp,relation,arrow_expression_clause>identifier,ts_0949,1
csharp,relation,arrow_expression_clause>integer_literal,ts_1059,3
csharp,relation,arrow_expression_clause>invocation_expression,ts_1034,3
csharp,relation,arrow_expression_clause>null_literal,ts_0949,1
csharp,relation,arrow_expression_clause>postfix_unary_expression,ts_1060,1
csharp,relation,arrow_expression_clause>prefix_unary_expression,ts_0949,1
csharp,relation,arrow_expression_clause>ref_expression,ts_0914,1
csharp,relation,arrow_expression_clause>switch_expression,ts_1061,3
csharp,relation,arrow_expression_clause>throw_expression,ts_1062,2
csharp,relation,as_expression>array_type,ts_1063,1
csharp,relation,as_expression>identifier,ts_0900,3
csharp,relation,as_expression>integer_literal,ts_1064,1
csharp,relation,as_expression>is_pattern_expression,ts_1064,1
csharp,relation,as_expression>nullable_type,ts_1064,1
csharp,relation,as_expression>range_expression,ts_1065,1
csharp,relation,assignment_expression>binary_expression,ts_1066,7
csharp,relation,assignment_expression>cast_expression,ts_1067,2
csharp,relation,assignment_expression>conditional_access_expression,ts_1068,1
csharp,relation,assignment_expression>element_access_expression,ts_1069,3
csharp,relation,assignment_expression>element_binding_expression,ts_1070,2
csharp,relation,assignment_expression>identifier,ts_1071,29
csharp,relation,assignment_expression>integer_literal,ts_1072,4
csharp,relation,assignment_expression>invocation_expression,ts_1073,3
csharp,relation,assignment_expression>member_access_expression,ts_1074,2
csharp,relation,assignment_expression>object_creation_expression,ts_1075,2
csharp,relation,assignment_expression>parenthesized_expression,ts_1076,1
csharp,relation,assignment_expression>postfix_unary_expression,ts_1077,1
csharp,relation,assignment_expression>prefix_unary_expression,ts_1078,3
csharp,relation,assignment_expression>tuple_expression,ts_1079,4
csharp,relation,attribute>attribute_argument_list,ts_0904,3
csharp,relation,attribute>generic_name,ts_1080,1
csharp,relation,attribute>identifier,ts_0902,9
csharp,relation,attribute>qualified_name,ts_1035,1
csharp,relation,attribute_argument>boolean_literal,ts_1081,1
csharp,relation,attribute_argument>identifier,ts_1081,1
csharp,relation,attribute_argument>integer_literal,ts_1035,1
csharp,relation,attribute_argument>member_access_expression,ts_1035,1
csharp,relation,attribute_argument>string_literal,ts_1081,1
csharp,relation,attribute_argument_list>attribute_argument,ts_0903,2
csharp,relation,attribute_list>attribute,ts_0905,8
csharp,relation,attribute_list>attribute_target_specifier,ts_0906,3
csharp,relation,await_expression>identifier,ts_0907,1
csharp,relation,base_list>argument_list,ts_0939,1
csharp,relation,base_list>generic_name,ts_1082,1
csharp,relation,base_list>identifier,ts_1083,7
csharp,relation,base_list>predefined_type,ts_1084,2
csharp,relation,base_list>primary_constructor_base_type,ts_0999,1
csharp,relation,base_list>qualified_name,ts_0999,1
csharp,relation,binary_expression>binary_expression,ts_1085,8
csharp,relation,binary_expression>boolean_literal,ts_1086,2
csharp,relation,binary_expression>cast_expression,ts_1087,1
csharp,relation,binary_expression>collection_expression,ts_1088,1
csharp,relation,binary_expression>conditional_access_expression,ts_1089,1
csharp,relation,binary_expression>identifier,ts_1090,30
csharp,relation,binary_expression>integer_literal,ts_1091,21
csharp,relation,binary_expression>is_expression,ts_1064,1
csharp,relation,binary_expression>member_access_expression,ts_1092,4
csharp,relation,binary_expression>parenthesized_expression,ts_1093,2
csharp,relation,binary_expression>prefix_unary_expression,ts_1094,1
csharp,relation,binary_expression>string_literal,ts_1095,2
csharp,relation,binary_expression>switch_expression,ts_1096,1
csharp,relation,binary_expression>throw_expression,ts_1097,1
csharp,relation,binary_expression>unary_expression,ts_0870,1
csharp,relation,binary_expression>with_expression,ts_1098,1
csharp,relation,block>checked_statement,ts_0920,1
csharp,relation,block>comment,ts_1099,1
csharp,relation,block>do_statement,ts_0932,1
csharp,relation,block>expression_statement,ts_1100,31
csharp,relation,block>fixed_statement,ts_0952,1
csharp,relation,block>for_statement,ts_0888,1
csharp,relation,block>foreach_statement,ts_0953,2
csharp,relation,block>goto_statement,ts_0932,1
csharp,relation,block>if_statement,ts_0932,1
csharp,relation,block>labeled_statement,ts_0932,1
csharp,relation,block>local_declaration_statement,ts_1101,50
csharp,relation,block>local_function_statement,ts_0932,1
csharp,relation,block>lock_statement,ts_0920,1
csharp,relation,block>preproc_line,ts_0998,1
csharp,relation,block>return_statement,ts_1102,19
csharp,relation,block>switch_statement,ts_0913,2
csharp,relation,block>throw_statement,ts_0932,1
csharp,relation,block>try_statement,ts_0916,1
csharp,relation,block>unsafe_statement,ts_0952,1
csharp,relation,block>using_statement,ts_1029,1
csharp,relation,block>while_statement,ts_0932,1
csharp,relation,block>yield_statement,ts_0920,1
csharp,relation,bracketed_argument_list>argument,ts_0885,9
csharp,relation,bracketed_parameter_list>array_type,ts_0939,1
csharp,relation,bracketed_parameter_list>identifier,ts_0939,1
csharp,relation,bracketed_parameter_list>parameter,ts_0912,2
csharp,relation,calling_convention>identifier,ts_0914,1
csharp,relation,cast_expression>array_type,ts_1103,1
csharp,relation,cast_expression>collection_expression,ts_1103,1
csharp,relation,cast_expression>element_access_expression,ts_1104,1
csharp,relation,cast_expression>identifier,ts_1105,6
csharp,relation,cast_expression>parenthesized_expression,ts_1106,1
csharp,relation,cast_expression>predefined_type,ts_1107,3
csharp,relation,cast_expression>prefix_unary_expression,ts_1108,2
csharp,relation,cast_expression>qualified_name,ts_1106,1
csharp,relation,cast_expression>ref_type,ts_1109,1
csharp,relation,catch_clause>block,ts_0916,1
csharp,relation,catch_clause>catch_declaration,ts_0916,1
csharp,relation,catch_clause>catch_filter_clause,ts_0916,1
csharp,relation,catch_declaration>identifier,ts_0916,1
csharp,relation,catch_filter_clause>binary_expression,ts_0916,1
csharp,relation,character_literal>character_literal_content,ts_0918,3
csharp,relation,character_literal>escape_sequence,ts_0943,2
csharp,relation,checked_expression>binary_expression,ts_0919,1
csharp,relation,checked_statement>block,ts_0920,1
csharp,relation,class_declaration>attribute_list,ts_1110,3
csharp,relation,class_declaration>base_list,ts_1111,5
csharp,relation,class_declaration>declaration_list,ts_0921,58
csharp,relation,class_declaration>identifier,ts_0921,58
csharp,relation,class_declaration>modifier,ts_1112,8
csharp,relation,class_declaration>parameter_list,ts_0939,1
csharp,relation,class_declaration>type_parameter_constraints_clause,ts_0939,1
csharp,relation,class_declaration>type_parameter_list,ts_1113,3
csharp,relation,collection_element>expression_element,ts_0947,7
csharp,relation,collection_element>spread_element,ts_1014,2
csharp,relation,collection_expression>collection_element,ts_0922,8
csharp,relation,compilation_unit>class_declaration,ts_0921,58
csharp,relation,compilation_unit>comment,ts_1114,6
csharp,relation,compilation_unit>delegate_declaration,ts_0938,1
csharp,relation,compilation_unit>enum_declaration,ts_0942,2
csharp,relation,compilation_unit>extern_alias_directive,ts_0891,1
csharp,relation,compilation_unit>file_scoped_namespace_declaration,ts_0951,1
csharp,relation,compilation_unit>global_attribute,ts_0956,1
csharp,relation,compilation_unit>global_statement,ts_0957,117
csharp,relation,compilation_unit>interface_declaration,ts_0967,3
csharp,relation,compilation_unit>namespace_declaration,ts_0980,2
csharp,relation,compilation_unit>preproc_define,ts_0995,1
csharp,relation,compilation_unit>preproc_if,ts_0997,2
csharp,relation,compilation_unit>preproc_undef,ts_0995,1
csharp,relation,compilation_unit>record_declaration,ts_0999,1
csharp,relation,compilation_unit>shebang_directive,ts_1012,1
csharp,relation,compilation_unit>struct_declaration,ts_1018,5
csharp,relation,compilation_unit>using_directive,ts_0891,1
csharp,relation,conditional_access_expression>element_binding_expression,ts_1115,3
csharp,relation,conditional_access_expression>identifier,ts_1116,4
csharp,relation,conditional_access_expression>member_binding_expression,ts_0977,3
csharp,relation,conditional_access_expression>parenthesized_expression,ts_1063,1
csharp,relation,conditional_expression>binary_expression,ts_1117,3
csharp,relation,conditional_expression>default_expression,ts_1118,1
csharp,relation,conditional_expression>identifier,ts_1119,7
csharp,relation,conditional_expression>integer_literal,ts_1120,1
csharp,relation,conditional_expression>invocation_expression,ts_0954,1
csharp,relation,conditional_expression>is_expression,ts_1121,2
csharp,relation,conditional_expression>is_pattern_expression,ts_1122,3
csharp,relation,conditional_expression>null_literal,ts_1123,1
csharp,relation,conditional_expression>object_creation_expression,ts_1118,1
csharp,relation,conditional_expression>ref_expression,ts_1124,1
csharp,relation,conditional_expression>string_literal,ts_1125,1
csharp,relation,constant_pattern>boolean_literal,ts_1126,1
csharp,relation,constant_pattern>cast_expression,ts_1123,1
csharp,relation,constant_pattern>character_literal,ts_1127,1
csharp,relation,constant_pattern>identifier,ts_1128,4
csharp,relation,constant_pattern>integer_literal,ts_1129,8
csharp,relation,constant_pattern>invocation_expression,ts_1123,1
csharp,relation,constant_pattern>member_access_expression,ts_1130,4
csharp,relation,constant_pattern>null_literal,ts_1131,5
csharp,relation,constant_pattern>string_literal,ts_1123,1
csharp,relation,constant_pattern>tuple_expression,ts_1032,1
csharp,relation,constructor_declaration>arrow_expression_clause,ts_0939,1
csharp,relation,constructor_declaration>block,ts_1132,2
csharp,relation,constructor_declaration>constructor_initializer,ts_0931,1
csharp,relation,constructor_declaration>identifier,ts_0930,3
csharp,relation,constructor_declaration>modifier,ts_1132,2
csharp,relation,constructor_declaration>parameter_list,ts_0930,3
csharp,relation,constructor_initializer>argument_list,ts_0931,1
csharp,relation,conversion_operator_declaration>arrow_expression_clause,ts_1133,4
csharp,relation,conversion_operator_declaration>block,ts_1134,1
csharp,relation,conversion_operator_declaration>explicit_interface_specifier,ts_1082,1
csharp,relation,conversion_operator_declaration>identifier,ts_1082,1
csharp,relation,conversion_operator_declaration>modifier,ts_0933,6
csharp,relation,conversion_operator_declaration>parameter_list,ts_0933,6
csharp,relation,conversion_operator_declaration>predefined_type,ts_1135,5
csharp,relation,declaration_expression>identifier,ts_0934,4
csharp,relation,declaration_expression>implicit_type,ts_1136,3
csharp,relation,declaration_expression>predefined_type,ts_0932,1
csharp,relation,declaration_list>comment,ts_1137,2
csharp,relation,declaration_list>constructor_declaration,ts_0930,3
csharp,relation,declaration_list>conversion_operator_declaration,ts_0933,6
csharp,relation,declaration_list>delegate_declaration,ts_0938,1
csharp,relation,declaration_list>destructor_declaration,ts_0939,1
csharp,relation,declaration_list>event_declaration,ts_0944,3
csharp,relation,declaration_list>event_field_declaration,ts_0945,3
csharp,relation,declaration_list>extension_declaration,ts_0949,1
csharp,relation,declaration_list>field_declaration,ts_0950,6
csharp,relation,declaration_list>indexer_declaration,ts_0912,2
csharp,relation,declaration_list>interface_declaration,ts_1138,1
csharp,relation,declaration_list>method_declaration,ts_1139,30
csharp,relation,declaration_list>namespace_declaration,ts_0891,1
csharp,relation,declaration_list>operator_declaration,ts_1140,12
csharp,relation,declaration_list>property_declaration,ts_1141,7
csharp,relation,declaration_list>using_directive,ts_0891,1
csharp,relation,declaration_pattern>generic_name,ts_1127,1
csharp,relation,declaration_pattern>identifier,ts_0936,6
csharp,relation,declaration_pattern>implicit_type,ts_1142,4
csharp,relation,declaration_pattern>predefined_type,ts_1123,1
csharp,relation,default_expression>predefined_type,ts_1143,1
csharp,relation,delegate_declaration>identifier,ts_0938,1
csharp,relation,delegate_declaration>modifier,ts_0938,1
csharp,relation,delegate_declaration>parameter_list,ts_0938,1
csharp,relation,delegate_declaration>predefined_type,ts_0938,1
csharp,relation,delegate_declaration>ref_type,ts_0938,1
csharp,relation,delegate_declaration>type_parameter_constraints_clause,ts_0938,1
csharp,relation,delegate_declaration>type_parameter_list,ts_0938,1
csharp,relation,destructor_declaration>arrow_expression_clause,ts_0939,1
csharp,relation,destructor_declaration>block,ts_0939,1
csharp,relation,destructor_declaration>identifier,ts_0939,1
csharp,relation,destructor_declaration>parameter_list,ts_0939,1
csharp,relation,do_statement>block,ts_0932,1
csharp,relation,do_statement>boolean_literal,ts_0932,1
csharp,relation,element_access_expression>bracketed_argument_list,ts_0885,9
csharp,relation,element_access_expression>conditional_access_expression,ts_1068,1
csharp,relation,element_access_expression>identifier,ts_1144,8
csharp,relation,element_binding_expression>argument,ts_0941,5
csharp,relation,enum_declaration>attribute_list,ts_1035,1
csharp,relation,enum_declaration>base_list,ts_1145,1
csharp,relation,enum_declaration>enum_member_declaration_list,ts_0942,2
csharp,relation,enum_declaration>identifier,ts_0942,2
csharp,relation,enum_member_declaration>identifier,ts_0942,2
csharp,relation,enum_member_declaration>integer_literal,ts_1145,1
csharp,relation,enum_member_declaration_list>enum_member_declaration,ts_0942,2
csharp,relation,event_declaration>accessor_list,ts_0944,3
csharp,relation,event_declaration>attribute_list,ts_1035,1
csharp,relation,event_declaration>generic_name,ts_1146,1
csharp,relation,event_declaration>identifier,ts_0944,3
csharp,relation,event_declaration>modifier,ts_0944,3
csharp,relation,event_field_declaration>attribute_list,ts_1147,1
csharp,relation,event_field_declaration>modifier,ts_1148,2
csharp,relation,event_field_declaration>variable_declaration,ts_0945,3
csharp,relation,explicit_interface_specifier>generic_name,ts_1082,1
csharp,relation,explicit_interface_specifier>identifier,ts_1149,3
csharp,relation,expression_element>collection_expression,ts_1150,2
csharp,relation,expression_element>identifier,ts_1151,1
csharp,relation,expression_element>integer_literal,ts_1152,5
csharp,relation,expression_element>member_access_expression,ts_1103,1
csharp,relation,expression_statement>assignment_expression,ts_1153,26
csharp,relation,expression_statement>await_expression,ts_0907,1
csharp,relation,expression_statement>invocation_expression,ts_1154,15
csharp,relation,expression_statement>object_creation_expression,ts_1155,1
csharp,relation,expression_statement>postfix_unary_expression,ts_1156,3
csharp,relation,expression_statement>prefix_unary_expression,ts_1157,1
csharp,relation,extension_body>method_declaration,ts_0949,1
csharp,relation,extension_body>operator_declaration,ts_0949,1
csharp,relation,extension_body>property_declaration,ts_0949,1
csharp,relation,extension_declaration>extension_body,ts_0949,1
csharp,relation,extension_declaration>receiver_parameter,ts_0949,1
csharp,relation,extension_declaration>type_parameter_constraints_clause,ts_0949,1
csharp,relation,extension_declaration>type_parameter_list,ts_0949,1
csharp,relation,extern_alias_directive>identifier,ts_0891,1
csharp,relation,field:accessors>accessor_list,ts_0868,8
csharp,relation,field:alternative>binary_expression,ts_1117,3
csharp,relation,field:alternative>identifier,ts_1121,2
csharp,relation,field:alternative>integer_literal,ts_1120,1
csharp,relation,field:alternative>null_literal,ts_1123,1
csharp,relation,field:alternative>object_creation_expression,ts_1118,1
csharp,relation,field:alternative>preproc_elif,ts_0996,1
csharp,relation,field:alternative>preproc_else,ts_0996,1
csharp,relation,field:alternative>ref_expression,ts_1124,1
csharp,relation,field:alternative>return_statement,ts_0932,1
csharp,relation,field:alternative>string_literal,ts_1125,1
csharp,relation,field:argument>identifier,ts_0870,1
csharp,relation,field:arguments>argument_list,ts_0871,40
csharp,relation,field:body>arrow_expression_clause,ts_1158,14
csharp,relation,field:body>assignment_expression,ts_1159,1
csharp,relation,field:body>binary_expression,ts_1160,4
csharp,relation,field:body>block,ts_1161,88
csharp,relation,field:body>break_statement,ts_0932,1
csharp,relation,field:body>continue_statement,ts_0932,1
csharp,relation,field:body>declaration_list,ts_1162,60
csharp,relation,field:body>enum_member_declaration_list,ts_0942,2
csharp,relation,field:body>expression_statement,ts_0888,1
csharp,relation,field:body>identifier,ts_1159,1
csharp,relation,field:body>integer_literal,ts_1163,2
csharp,relation,field:body>invocation_expression,ts_1164,2
csharp,relation,field:body>member_access_expression,ts_0954,1
csharp,relation,field:body>null_literal,ts_1165,1
csharp,relation,field:body>switch_body,ts_0932,1
csharp,relation,field:body>tuple_expression,ts_0932,1
csharp,relation,field:condition>binary_expression,ts_1166,5
csharp,relation,field:condition>boolean_literal,ts_0932,1
csharp,relation,field:condition>identifier,ts_1167,8
csharp,relation,field:condition>invocation_expression,ts_0954,1
csharp,relation,field:condition>is_expression,ts_1121,2
csharp,relation,field:condition>is_pattern_expression,ts_1168,5
csharp,relation,field:condition>parenthesized_expression,ts_1169,2
csharp,relation,field:condition>unary_expression,ts_0870,1
csharp,relation,field:consequence>binary_expression,ts_1170,2
csharp,relation,field:consequence>block,ts_1171,4
csharp,relation,field:consequence>default_expression,ts_1118,1
csharp,relation,field:consequence>identifier,ts_1172,4
csharp,relation,field:consequence>integer_literal,ts_1120,1
csharp,relation,field:consequence>ref_expression,ts_1124,1
csharp,relation,field:consequence>return_statement,ts_0932,1
csharp,relation,field:consequence>string_literal,ts_1125,1
csharp,relation,field:expression>conditional_access_expression,ts_1173,2
csharp,relation,field:expression>element_access_expression,ts_1047,1
csharp,relation,field:expression>generic_name,ts_1174,1
csharp,relation,field:expression>identifier,ts_1175,38
csharp,relation,field:expression>integer_literal,ts_1176,2
csharp,relation,field:expression>invocation_expression,ts_0932,1
csharp,relation,field:expression>member_access_expression,ts_1177,3
csharp,relation,field:expression>object_creation_expression,ts_1064,1
