language,repository,rule,path,parent_path,depth,member_index,op_type,name,value,named,payload_json
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[2],$.content.members[3].content.members[0],5,2,ALIAS,,"""preproc_elifdef""",True,"{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""},""named"":true,""value"":""preproc_elifdef""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[0].members[2].content,$.content.members[3].content.members[0].members[2],6,content,SYMBOL,preproc_elifdef_in_enumerator_list_no_comma,,,"{""type"":""SYMBOL"",""name"":""preproc_elifdef_in_enumerator_list_no_comma""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_elifdef_in_enumerator_list_no_comma,$.content.members[3].content.members[1],$.content.members[3].content,4,1,BLANK,,,,"{""type"":""BLANK""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_arg,$,,0,,TOKEN,,,,"{""type"":""TOKEN"",""content"":{""type"":""PREC"",""value"":-1,""content"":{""type"":""PATTERN"",""value"":""\\S([^/\\n]|\\/[^*]|\\\\\\r?\\n)*""}}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_arg,$.content,$,1,content,PREC,,-1,,"{""type"":""PREC"",""value"":-1,""content"":{""type"":""PATTERN"",""value"":""\\S([^/\\n]|\\/[^*]|\\\\\\r?\\n)*""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_arg,$.content.content,$.content,2,content,PATTERN,,"""\\S([^/\\n]|\\/[^*]|\\\\\\r?\\n)*""",,"{""type"":""PATTERN"",""value"":""\\S([^/\\n]|\\/[^*]|\\\\\\r?\\n)*""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_directive,$,,0,,PATTERN,,"""#[ \\t]*[a-zA-Z0-9]\\w*""",,"{""type"":""PATTERN"",""value"":""#[ \\t]*[a-zA-Z0-9]\\w*""}"
cpp,tree-sitter/tree-sitter-cpp,_preproc_expression,$,,0,,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_call_expression""},""named"":true,""value"":""call_expression""},{""type"":""SYMBOL"",""name"":""number_literal""},{""type"":""SYMBOL"",""name"":""char_literal""},{""type"":""SYMBOL"",""name"":""preproc_defined""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_unary_expression""},""named"":true,""value"":""unary_expression""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_binary_expression""},""named"":true,""value"":""binary_expression""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_parenthesized_expression""},""named"":true,""value"":""parenthesized_expression""}]}"
cpp,tree-sitter/tree-sitter-cpp,_preproc_expression,$.members[0],$,1,0,SYMBOL,identifier,,,"{""type"":""SYMBOL"",""name"":""identifier""}"
cpp,tree-sitter/tree-sitter-cpp,_preproc_expression,$.members[1],$,1,1,ALIAS,,"""call_expression""",True,"{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_call_expression""},""named"":true,""value"":""call_expression""}"
cpp,tree-sitter/tree-sitter-cpp,_preproc_expression,$.members[1].content,$.members[1],2,content,SYMBOL,preproc_call_expression,,,"{""type"":""SYMBOL"",""name"":""preproc_call_expression""}"
cpp,tree-sitter/tree-sitter-cpp,_preproc_expression,$.members[2],$,1,2,SYMBOL,number_literal,,,"{""type"":""SYMBOL"",""name"":""number_literal""}"
cpp,tree-sitter/tree-sitter-cpp,_preproc_expression,$.members[3],$,1,3,SYMBOL,char_literal,,,"{""type"":""SYMBOL"",""name"":""char_literal""}"
cpp,tree-sitter/tree-sitter-cpp,_preproc_expression,$.members[4],$,1,4,SYMBOL,preproc_defined,,,"{""type"":""SYMBOL"",""name"":""preproc_defined""}"
cpp,tree-sitter/tree-sitter-cpp,_preproc_expression,$.members[5],$,1,5,ALIAS,,"""unary_expression""",True,"{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_unary_expression""},""named"":true,""value"":""unary_expression""}"
cpp,tree-sitter/tree-sitter-cpp,_preproc_expression,$.members[5].content,$.members[5],2,content,SYMBOL,preproc_unary_expression,,,"{""type"":""SYMBOL"",""name"":""preproc_unary_expression""}"
cpp,tree-sitter/tree-sitter-cpp,_preproc_expression,$.members[6],$,1,6,ALIAS,,"""binary_expression""",True,"{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_binary_expression""},""named"":true,""value"":""binary_expression""}"
cpp,tree-sitter/tree-sitter-cpp,_preproc_expression,$.members[6].content,$.members[6],2,content,SYMBOL,preproc_binary_expression,,,"{""type"":""SYMBOL"",""name"":""preproc_binary_expression""}"
cpp,tree-sitter/tree-sitter-cpp,_preproc_expression,$.members[7],$,1,7,ALIAS,,"""parenthesized_expression""",True,"{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_parenthesized_expression""},""named"":true,""value"":""parenthesized_expression""}"
cpp,tree-sitter/tree-sitter-cpp,_preproc_expression,$.members[7].content,$.members[7],2,content,SYMBOL,preproc_parenthesized_expression,,,"{""type"":""SYMBOL"",""name"":""preproc_parenthesized_expression""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_parenthesized_expression,$,,0,,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""(""},{""type"":""SYMBOL"",""name"":""_preproc_expression""},{""type"":""STRING"",""value"":"")""}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_parenthesized_expression,$.members[0],$,1,0,STRING,,"""(""",,"{""type"":""STRING"",""value"":""(""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_parenthesized_expression,$.members[1],$,1,1,SYMBOL,_preproc_expression,,,"{""type"":""SYMBOL"",""name"":""_preproc_expression""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_parenthesized_expression,$.members[2],$,1,2,STRING,,""")""",,"{""type"":""STRING"",""value"":"")""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_defined,$,,0,,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""PREC"",""value"":15,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""defined""},{""type"":""STRING"",""value"":""(""},{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""STRING"",""value"":"")""}]}},{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""defined""},{""type"":""SYMBOL"",""name"":""identifier""}]}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_defined,$.members[0],$,1,0,PREC,,15,,"{""type"":""PREC"",""value"":15,""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""defined""},{""type"":""STRING"",""value"":""(""},{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""STRING"",""value"":"")""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_defined,$.members[0].content,$.members[0],2,content,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""defined""},{""type"":""STRING"",""value"":""(""},{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""STRING"",""value"":"")""}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_defined,$.members[0].content.members[0],$.members[0].content,3,0,STRING,,"""defined""",,"{""type"":""STRING"",""value"":""defined""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_defined,$.members[0].content.members[1],$.members[0].content,3,1,STRING,,"""(""",,"{""type"":""STRING"",""value"":""(""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_defined,$.members[0].content.members[2],$.members[0].content,3,2,SYMBOL,identifier,,,"{""type"":""SYMBOL"",""name"":""identifier""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_defined,$.members[0].content.members[3],$.members[0].content,3,3,STRING,,""")""",,"{""type"":""STRING"",""value"":"")""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_defined,$.members[1],$,1,1,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""defined""},{""type"":""SYMBOL"",""name"":""identifier""}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_defined,$.members[1].members[0],$.members[1],2,0,STRING,,"""defined""",,"{""type"":""STRING"",""value"":""defined""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_defined,$.members[1].members[1],$.members[1],2,1,SYMBOL,identifier,,,"{""type"":""SYMBOL"",""name"":""identifier""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_unary_expression,$,,0,,PREC_LEFT,,14,,"{""type"":""PREC_LEFT"",""value"":14,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""!""},{""type"":""STRING"",""value"":""~""},{""type"":""STRING"",""value"":""-""},{""type"":""STRING"",""value"":""+""}]}},{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_unary_expression,$.content,$,1,content,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""!""},{""type"":""STRING"",""value"":""~""},{""type"":""STRING"",""value"":""-""},{""type"":""STRING"",""value"":""+""}]}},{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_unary_expression,$.content.members[0],$.content,2,0,FIELD,operator,,,"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""!""},{""type"":""STRING"",""value"":""~""},{""type"":""STRING"",""value"":""-""},{""type"":""STRING"",""value"":""+""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_unary_expression,$.content.members[0].content,$.content.members[0],3,content,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""!""},{""type"":""STRING"",""value"":""~""},{""type"":""STRING"",""value"":""-""},{""type"":""STRING"",""value"":""+""}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_unary_expression,$.content.members[0].content.members[0],$.content.members[0].content,4,0,STRING,,"""!""",,"{""type"":""STRING"",""value"":""!""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_unary_expression,$.content.members[0].content.members[1],$.content.members[0].content,4,1,STRING,,"""~""",,"{""type"":""STRING"",""value"":""~""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_unary_expression,$.content.members[0].content.members[2],$.content.members[0].content,4,2,STRING,,"""-""",,"{""type"":""STRING"",""value"":""-""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_unary_expression,$.content.members[0].content.members[3],$.content.members[0].content,4,3,STRING,,"""+""",,"{""type"":""STRING"",""value"":""+""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_unary_expression,$.content.members[1],$.content,2,1,FIELD,argument,,,"{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_unary_expression,$.content.members[1].content,$.content.members[1],3,content,SYMBOL,_preproc_expression,,,"{""type"":""SYMBOL"",""name"":""_preproc_expression""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_call_expression,$,,0,,PREC,,15,,"{""type"":""PREC"",""value"":15,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}},{""type"":""FIELD"",""name"":""arguments"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_argument_list""},""named"":true,""value"":""argument_list""}}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_call_expression,$.content,$,1,content,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}},{""type"":""FIELD"",""name"":""arguments"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_argument_list""},""named"":true,""value"":""argument_list""}}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_call_expression,$.content.members[0],$.content,2,0,FIELD,function,,,"{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_call_expression,$.content.members[0].content,$.content.members[0],3,content,SYMBOL,identifier,,,"{""type"":""SYMBOL"",""name"":""identifier""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_call_expression,$.content.members[1],$.content,2,1,FIELD,arguments,,,"{""type"":""FIELD"",""name"":""arguments"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_argument_list""},""named"":true,""value"":""argument_list""}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_call_expression,$.content.members[1].content,$.content.members[1],3,content,ALIAS,,"""argument_list""",True,"{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""preproc_argument_list""},""named"":true,""value"":""argument_list""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_call_expression,$.content.members[1].content.content,$.content.members[1].content,4,content,SYMBOL,preproc_argument_list,,,"{""type"":""SYMBOL"",""name"":""preproc_argument_list""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_argument_list,$,,0,,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""(""},{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_preproc_expression""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""SYMBOL"",""name"":""_preproc_expression""}]}}]},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":"")""}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_argument_list,$.members[0],$,1,0,STRING,,"""(""",,"{""type"":""STRING"",""value"":""(""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_argument_list,$.members[1],$,1,1,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_preproc_expression""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""SYMBOL"",""name"":""_preproc_expression""}]}}]},{""type"":""BLANK""}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_argument_list,$.members[1].members[0],$.members[1],2,0,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_preproc_expression""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""SYMBOL"",""name"":""_preproc_expression""}]}}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_argument_list,$.members[1].members[0].members[0],$.members[1].members[0],3,0,SYMBOL,_preproc_expression,,,"{""type"":""SYMBOL"",""name"":""_preproc_expression""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_argument_list,$.members[1].members[0].members[1],$.members[1].members[0],3,1,REPEAT,,,,"{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""SYMBOL"",""name"":""_preproc_expression""}]}}"
cpp,tree-sitter/tree-sitter-cpp,preproc_argument_list,$.members[1].members[0].members[1].content,$.members[1].members[0].members[1],4,content,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""SYMBOL"",""name"":""_preproc_expression""}]}"
cpp,tree-sitter/tree-sitter-cpp,preproc_argument_list,$.members[1].members[0].members[1].content.members[0],$.members[1].members[0].members[1].content,5,0,STRING,,""",""",,"{""type"":""STRING"",""value"":"",""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_argument_list,$.members[1].members[0].members[1].content.members[1],$.members[1].members[0].members[1].content,5,1,SYMBOL,_preproc_expression,,,"{""type"":""SYMBOL"",""name"":""_preproc_expression""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_argument_list,$.members[1].members[1],$.members[1],2,1,BLANK,,,,"{""type"":""BLANK""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_argument_list,$.members[2],$,1,2,STRING,,""")""",,"{""type"":""STRING"",""value"":"")""}"
cpp,tree-sitter/tree-sitter-cpp,preproc_binary_expression,$,,0,,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""PREC_LEFT"",""value"":10,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""+""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}},{""type"":""PREC_LEFT"",""value"":10,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""-""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}},{""type"":""PREC_LEFT"",""value"":11,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""*""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}},{""type"":""PREC_LEFT"",""value"":11,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""/""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}},{""type"":""PREC_LEFT"",""value"":11,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""%""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}},{""type"":""PREC_LEFT"",""value"":1,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""||""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}},{""type"":""PREC_LEFT"",""value"":2,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""&&""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}},{""type"":""PREC_LEFT"",""value"":3,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""|""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}},{""type"":""PREC_LEFT"",""value"":4,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""^""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}},{""type"":""PREC_LEFT"",""value"":5,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""&""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}},{""type"":""PREC_LEFT"",""value"":6,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""==""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}},{""type"":""PREC_LEFT"",""value"":6,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""!=""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}},{""type"":""PREC_LEFT"",""value"":7,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":"">""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}},{""type"":""PREC_LEFT"",""value"":7,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":"">=""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}},{""type"":""PREC_LEFT"",""value"":7,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""<=""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}},{""type"":""PREC_LEFT"",""value"":7,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""<""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}},{""type"":""PREC_LEFT"",""value"":9,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""<<""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}},{""type"":""PREC_LEFT"",""value"":9,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":"">>""}},{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_preproc_expression""}}]}}]}"
