language,repository,rule,path,parent_path,depth,member_index,op_type,name,value,named,payload_json
julia,tree-sitter/tree-sitter-julia,assignment,$.content,$,1,content,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_primary_expression""},{""type"":""SYMBOL"",""name"":""open_tuple""},{""type"":""SYMBOL"",""name"":""_operation""},{""type"":""SYMBOL"",""name"":""operator""}]},{""type"":""ALIAS"",""content"":{""type"":""STRING"",""value"":""=""},""named"":true,""value"":""operator""},{""type"":""SYMBOL"",""name"":""_block_form""}]}"
julia,tree-sitter/tree-sitter-julia,assignment,$.content.members[0],$.content,2,0,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_primary_expression""},{""type"":""SYMBOL"",""name"":""open_tuple""},{""type"":""SYMBOL"",""name"":""_operation""},{""type"":""SYMBOL"",""name"":""operator""}]}"
julia,tree-sitter/tree-sitter-julia,assignment,$.content.members[0].members[0],$.content.members[0],3,0,SYMBOL,_primary_expression,,,"{""type"":""SYMBOL"",""name"":""_primary_expression""}"
julia,tree-sitter/tree-sitter-julia,assignment,$.content.members[0].members[1],$.content.members[0],3,1,SYMBOL,open_tuple,,,"{""type"":""SYMBOL"",""name"":""open_tuple""}"
julia,tree-sitter/tree-sitter-julia,assignment,$.content.members[0].members[2],$.content.members[0],3,2,SYMBOL,_operation,,,"{""type"":""SYMBOL"",""name"":""_operation""}"
julia,tree-sitter/tree-sitter-julia,assignment,$.content.members[0].members[3],$.content.members[0],3,3,SYMBOL,operator,,,"{""type"":""SYMBOL"",""name"":""operator""}"
julia,tree-sitter/tree-sitter-julia,assignment,$.content.members[1],$.content,2,1,ALIAS,,"""operator""",True,"{""type"":""ALIAS"",""content"":{""type"":""STRING"",""value"":""=""},""named"":true,""value"":""operator""}"
julia,tree-sitter/tree-sitter-julia,assignment,$.content.members[1].content,$.content.members[1],3,content,STRING,,"""=""",,"{""type"":""STRING"",""value"":""=""}"
julia,tree-sitter/tree-sitter-julia,assignment,$.content.members[2],$.content,2,2,SYMBOL,_block_form,,,"{""type"":""SYMBOL"",""name"":""_block_form""}"
julia,tree-sitter/tree-sitter-julia,_closed_assignment,$,,0,,PREC_RIGHT,,-2,,"{""type"":""PREC_RIGHT"",""value"":-2,""content"":{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_primary_expression""},{""type"":""SYMBOL"",""name"":""_operation""},{""type"":""SYMBOL"",""name"":""operator""}]},{""type"":""ALIAS"",""content"":{""type"":""STRING"",""value"":""=""},""named"":true,""value"":""operator""},{""type"":""SYMBOL"",""name"":""_bracket_form""}]}}"
julia,tree-sitter/tree-sitter-julia,_closed_assignment,$.content,$,1,content,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_primary_expression""},{""type"":""SYMBOL"",""name"":""_operation""},{""type"":""SYMBOL"",""name"":""operator""}]},{""type"":""ALIAS"",""content"":{""type"":""STRING"",""value"":""=""},""named"":true,""value"":""operator""},{""type"":""SYMBOL"",""name"":""_bracket_form""}]}"
julia,tree-sitter/tree-sitter-julia,_closed_assignment,$.content.members[0],$.content,2,0,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_primary_expression""},{""type"":""SYMBOL"",""name"":""_operation""},{""type"":""SYMBOL"",""name"":""operator""}]}"
julia,tree-sitter/tree-sitter-julia,_closed_assignment,$.content.members[0].members[0],$.content.members[0],3,0,SYMBOL,_primary_expression,,,"{""type"":""SYMBOL"",""name"":""_primary_expression""}"
julia,tree-sitter/tree-sitter-julia,_closed_assignment,$.content.members[0].members[1],$.content.members[0],3,1,SYMBOL,_operation,,,"{""type"":""SYMBOL"",""name"":""_operation""}"
julia,tree-sitter/tree-sitter-julia,_closed_assignment,$.content.members[0].members[2],$.content.members[0],3,2,SYMBOL,operator,,,"{""type"":""SYMBOL"",""name"":""operator""}"
julia,tree-sitter/tree-sitter-julia,_closed_assignment,$.content.members[1],$.content,2,1,ALIAS,,"""operator""",True,"{""type"":""ALIAS"",""content"":{""type"":""STRING"",""value"":""=""},""named"":true,""value"":""operator""}"
julia,tree-sitter/tree-sitter-julia,_closed_assignment,$.content.members[1].content,$.content.members[1],3,content,STRING,,"""=""",,"{""type"":""STRING"",""value"":""=""}"
julia,tree-sitter/tree-sitter-julia,_closed_assignment,$.content.members[2],$.content,2,2,SYMBOL,_bracket_form,,,"{""type"":""SYMBOL"",""name"":""_bracket_form""}"
julia,tree-sitter/tree-sitter-julia,_expression,$,,0,,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_definition""},{""type"":""SYMBOL"",""name"":""_statement""},{""type"":""SYMBOL"",""name"":""_primary_expression""},{""type"":""SYMBOL"",""name"":""_operation""},{""type"":""SYMBOL"",""name"":""compound_assignment_expression""},{""type"":""SYMBOL"",""name"":""macrocall_expression""},{""type"":""SYMBOL"",""name"":""arrow_function_expression""},{""type"":""SYMBOL"",""name"":""juxtaposition_expression""},{""type"":""SYMBOL"",""name"":""ternary_expression""},{""type"":""SYMBOL"",""name"":""operator""},{""type"":""SYMBOL"",""name"":""integer_literal""},{""type"":""SYMBOL"",""name"":""float_literal""},{""type"":""PREC"",""value"":-1,""content"":{""type"":""ALIAS"",""content"":{""type"":""STRING"",""value"":""begin""},""named"":true,""value"":""identifier""}}]}"
julia,tree-sitter/tree-sitter-julia,_expression,$.members[0],$,1,0,SYMBOL,_definition,,,"{""type"":""SYMBOL"",""name"":""_definition""}"
julia,tree-sitter/tree-sitter-julia,_expression,$.members[1],$,1,1,SYMBOL,_statement,,,"{""type"":""SYMBOL"",""name"":""_statement""}"
julia,tree-sitter/tree-sitter-julia,_expression,$.members[2],$,1,2,SYMBOL,_primary_expression,,,"{""type"":""SYMBOL"",""name"":""_primary_expression""}"
julia,tree-sitter/tree-sitter-julia,_expression,$.members[3],$,1,3,SYMBOL,_operation,,,"{""type"":""SYMBOL"",""name"":""_operation""}"
julia,tree-sitter/tree-sitter-julia,_expression,$.members[4],$,1,4,SYMBOL,compound_assignment_expression,,,"{""type"":""SYMBOL"",""name"":""compound_assignment_expression""}"
julia,tree-sitter/tree-sitter-julia,_expression,$.members[5],$,1,5,SYMBOL,macrocall_expression,,,"{""type"":""SYMBOL"",""name"":""macrocall_expression""}"
julia,tree-sitter/tree-sitter-julia,_expression,$.members[6],$,1,6,SYMBOL,arrow_function_expression,,,"{""type"":""SYMBOL"",""name"":""arrow_function_expression""}"
julia,tree-sitter/tree-sitter-julia,_expression,$.members[7],$,1,7,SYMBOL,juxtaposition_expression,,,"{""type"":""SYMBOL"",""name"":""juxtaposition_expression""}"
julia,tree-sitter/tree-sitter-julia,_expression,$.members[8],$,1,8,SYMBOL,ternary_expression,,,"{""type"":""SYMBOL"",""name"":""ternary_expression""}"
julia,tree-sitter/tree-sitter-julia,_expression,$.members[9],$,1,9,SYMBOL,operator,,,"{""type"":""SYMBOL"",""name"":""operator""}"
julia,tree-sitter/tree-sitter-julia,_expression,$.members[10],$,1,10,SYMBOL,integer_literal,,,"{""type"":""SYMBOL"",""name"":""integer_literal""}"
julia,tree-sitter/tree-sitter-julia,_expression,$.members[11],$,1,11,SYMBOL,float_literal,,,"{""type"":""SYMBOL"",""name"":""float_literal""}"
julia,tree-sitter/tree-sitter-julia,_expression,$.members[12],$,1,12,PREC,,-1,,"{""type"":""PREC"",""value"":-1,""content"":{""type"":""ALIAS"",""content"":{""type"":""STRING"",""value"":""begin""},""named"":true,""value"":""identifier""}}"
julia,tree-sitter/tree-sitter-julia,_expression,$.members[12].content,$.members[12],2,content,ALIAS,,"""identifier""",True,"{""type"":""ALIAS"",""content"":{""type"":""STRING"",""value"":""begin""},""named"":true,""value"":""identifier""}"
julia,tree-sitter/tree-sitter-julia,_expression,$.members[12].content.content,$.members[12].content,3,content,STRING,,"""begin""",,"{""type"":""STRING"",""value"":""begin""}"
julia,tree-sitter/tree-sitter-julia,_definition,$,,0,,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""module_definition""},{""type"":""SYMBOL"",""name"":""abstract_definition""},{""type"":""SYMBOL"",""name"":""primitive_definition""},{""type"":""SYMBOL"",""name"":""struct_definition""},{""type"":""SYMBOL"",""name"":""function_definition""},{""type"":""SYMBOL"",""name"":""macro_definition""}]}"
julia,tree-sitter/tree-sitter-julia,_definition,$.members[0],$,1,0,SYMBOL,module_definition,,,"{""type"":""SYMBOL"",""name"":""module_definition""}"
julia,tree-sitter/tree-sitter-julia,_definition,$.members[1],$,1,1,SYMBOL,abstract_definition,,,"{""type"":""SYMBOL"",""name"":""abstract_definition""}"
julia,tree-sitter/tree-sitter-julia,_definition,$.members[2],$,1,2,SYMBOL,primitive_definition,,,"{""type"":""SYMBOL"",""name"":""primitive_definition""}"
julia,tree-sitter/tree-sitter-julia,_definition,$.members[3],$,1,3,SYMBOL,struct_definition,,,"{""type"":""SYMBOL"",""name"":""struct_definition""}"
julia,tree-sitter/tree-sitter-julia,_definition,$.members[4],$,1,4,SYMBOL,function_definition,,,"{""type"":""SYMBOL"",""name"":""function_definition""}"
julia,tree-sitter/tree-sitter-julia,_definition,$.members[5],$,1,5,SYMBOL,macro_definition,,,"{""type"":""SYMBOL"",""name"":""macro_definition""}"
julia,tree-sitter/tree-sitter-julia,module_definition,$,,0,,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""module""},{""type"":""STRING"",""value"":""baremodule""}]},{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""SYMBOL"",""name"":""interpolation_expression""}]}},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_terminator""},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""block""},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""end""}]}"
julia,tree-sitter/tree-sitter-julia,module_definition,$.members[0],$,1,0,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""module""},{""type"":""STRING"",""value"":""baremodule""}]}"
julia,tree-sitter/tree-sitter-julia,module_definition,$.members[0].members[0],$.members[0],2,0,STRING,,"""module""",,"{""type"":""STRING"",""value"":""module""}"
julia,tree-sitter/tree-sitter-julia,module_definition,$.members[0].members[1],$.members[0],2,1,STRING,,"""baremodule""",,"{""type"":""STRING"",""value"":""baremodule""}"
julia,tree-sitter/tree-sitter-julia,module_definition,$.members[1],$,1,1,FIELD,name,,,"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""SYMBOL"",""name"":""interpolation_expression""}]}}"
julia,tree-sitter/tree-sitter-julia,module_definition,$.members[1].content,$.members[1],2,content,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""SYMBOL"",""name"":""interpolation_expression""}]}"
julia,tree-sitter/tree-sitter-julia,module_definition,$.members[1].content.members[0],$.members[1].content,3,0,SYMBOL,identifier,,,"{""type"":""SYMBOL"",""name"":""identifier""}"
julia,tree-sitter/tree-sitter-julia,module_definition,$.members[1].content.members[1],$.members[1].content,3,1,SYMBOL,interpolation_expression,,,"{""type"":""SYMBOL"",""name"":""interpolation_expression""}"
julia,tree-sitter/tree-sitter-julia,module_definition,$.members[2],$,1,2,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_terminator""},{""type"":""BLANK""}]}"
julia,tree-sitter/tree-sitter-julia,module_definition,$.members[2].members[0],$.members[2],2,0,SYMBOL,_terminator,,,"{""type"":""SYMBOL"",""name"":""_terminator""}"
julia,tree-sitter/tree-sitter-julia,module_definition,$.members[2].members[1],$.members[2],2,1,BLANK,,,,"{""type"":""BLANK""}"
julia,tree-sitter/tree-sitter-julia,module_definition,$.members[3],$,1,3,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""block""},{""type"":""BLANK""}]}"
julia,tree-sitter/tree-sitter-julia,module_definition,$.members[3].members[0],$.members[3],2,0,SYMBOL,block,,,"{""type"":""SYMBOL"",""name"":""block""}"
julia,tree-sitter/tree-sitter-julia,module_definition,$.members[3].members[1],$.members[3],2,1,BLANK,,,,"{""type"":""BLANK""}"
julia,tree-sitter/tree-sitter-julia,module_definition,$.members[4],$,1,4,STRING,,"""end""",,"{""type"":""STRING"",""value"":""end""}"
julia,tree-sitter/tree-sitter-julia,type_head,$,,0,,PREC,,-3,,"{""type"":""PREC"",""value"":-3,""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_primary_expression""},{""type"":""SYMBOL"",""name"":""binary_expression""}]}}"
julia,tree-sitter/tree-sitter-julia,type_head,$.content,$,1,content,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_primary_expression""},{""type"":""SYMBOL"",""name"":""binary_expression""}]}"
julia,tree-sitter/tree-sitter-julia,type_head,$.content.members[0],$.content,2,0,SYMBOL,_primary_expression,,,"{""type"":""SYMBOL"",""name"":""_primary_expression""}"
julia,tree-sitter/tree-sitter-julia,type_head,$.content.members[1],$.content,2,1,SYMBOL,binary_expression,,,"{""type"":""SYMBOL"",""name"":""binary_expression""}"
julia,tree-sitter/tree-sitter-julia,abstract_definition,$,,0,,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""abstract""},{""type"":""STRING"",""value"":""type""},{""type"":""SYMBOL"",""name"":""type_head""},{""type"":""STRING"",""value"":""end""}]}"
julia,tree-sitter/tree-sitter-julia,abstract_definition,$.members[0],$,1,0,STRING,,"""abstract""",,"{""type"":""STRING"",""value"":""abstract""}"
julia,tree-sitter/tree-sitter-julia,abstract_definition,$.members[1],$,1,1,STRING,,"""type""",,"{""type"":""STRING"",""value"":""type""}"
julia,tree-sitter/tree-sitter-julia,abstract_definition,$.members[2],$,1,2,SYMBOL,type_head,,,"{""type"":""SYMBOL"",""name"":""type_head""}"
julia,tree-sitter/tree-sitter-julia,abstract_definition,$.members[3],$,1,3,STRING,,"""end""",,"{""type"":""STRING"",""value"":""end""}"
julia,tree-sitter/tree-sitter-julia,primitive_definition,$,,0,,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""primitive""},{""type"":""STRING"",""value"":""type""},{""type"":""SYMBOL"",""name"":""type_head""},{""type"":""SYMBOL"",""name"":""integer_literal""},{""type"":""STRING"",""value"":""end""}]}"
julia,tree-sitter/tree-sitter-julia,primitive_definition,$.members[0],$,1,0,STRING,,"""primitive""",,"{""type"":""STRING"",""value"":""primitive""}"
julia,tree-sitter/tree-sitter-julia,primitive_definition,$.members[1],$,1,1,STRING,,"""type""",,"{""type"":""STRING"",""value"":""type""}"
julia,tree-sitter/tree-sitter-julia,primitive_definition,$.members[2],$,1,2,SYMBOL,type_head,,,"{""type"":""SYMBOL"",""name"":""type_head""}"
julia,tree-sitter/tree-sitter-julia,primitive_definition,$.members[3],$,1,3,SYMBOL,integer_literal,,,"{""type"":""SYMBOL"",""name"":""integer_literal""}"
julia,tree-sitter/tree-sitter-julia,primitive_definition,$.members[4],$,1,4,STRING,,"""end""",,"{""type"":""STRING"",""value"":""end""}"
julia,tree-sitter/tree-sitter-julia,struct_definition,$,,0,,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""mutable""},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""struct""},{""type"":""SYMBOL"",""name"":""type_head""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_terminator""},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""block""},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""end""}]}"
julia,tree-sitter/tree-sitter-julia,struct_definition,$.members[0],$,1,0,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""mutable""},{""type"":""BLANK""}]}"
julia,tree-sitter/tree-sitter-julia,struct_definition,$.members[0].members[0],$.members[0],2,0,STRING,,"""mutable""",,"{""type"":""STRING"",""value"":""mutable""}"
julia,tree-sitter/tree-sitter-julia,struct_definition,$.members[0].members[1],$.members[0],2,1,BLANK,,,,"{""type"":""BLANK""}"
julia,tree-sitter/tree-sitter-julia,struct_definition,$.members[1],$,1,1,STRING,,"""struct""",,"{""type"":""STRING"",""value"":""struct""}"
julia,tree-sitter/tree-sitter-julia,struct_definition,$.members[2],$,1,2,SYMBOL,type_head,,,"{""type"":""SYMBOL"",""name"":""type_head""}"
julia,tree-sitter/tree-sitter-julia,struct_definition,$.members[3],$,1,3,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_terminator""},{""type"":""BLANK""}]}"
julia,tree-sitter/tree-sitter-julia,struct_definition,$.members[3].members[0],$.members[3],2,0,SYMBOL,_terminator,,,"{""type"":""SYMBOL"",""name"":""_terminator""}"
julia,tree-sitter/tree-sitter-julia,struct_definition,$.members[3].members[1],$.members[3],2,1,BLANK,,,,"{""type"":""BLANK""}"
julia,tree-sitter/tree-sitter-julia,struct_definition,$.members[4],$,1,4,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""block""},{""type"":""BLANK""}]}"
julia,tree-sitter/tree-sitter-julia,struct_definition,$.members[4].members[0],$.members[4],2,0,SYMBOL,block,,,"{""type"":""SYMBOL"",""name"":""block""}"
julia,tree-sitter/tree-sitter-julia,struct_definition,$.members[4].members[1],$.members[4],2,1,BLANK,,,,"{""type"":""BLANK""}"
julia,tree-sitter/tree-sitter-julia,struct_definition,$.members[5],$,1,5,STRING,,"""end""",,"{""type"":""STRING"",""value"":""end""}"
julia,tree-sitter/tree-sitter-julia,signature,$,,0,,PREC,,-3,,"{""type"":""PREC"",""value"":-3,""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""SYMBOL"",""name"":""call_expression""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""tuple_expression""},""named"":true,""value"":""argument_list""},{""type"":""SYMBOL"",""name"":""typed_expression""},{""type"":""SYMBOL"",""name"":""where_expression""}]}}"
julia,tree-sitter/tree-sitter-julia,signature,$.content,$,1,content,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""SYMBOL"",""name"":""call_expression""},{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""tuple_expression""},""named"":true,""value"":""argument_list""},{""type"":""SYMBOL"",""name"":""typed_expression""},{""type"":""SYMBOL"",""name"":""where_expression""}]}"
julia,tree-sitter/tree-sitter-julia,signature,$.content.members[0],$.content,2,0,SYMBOL,identifier,,,"{""type"":""SYMBOL"",""name"":""identifier""}"
julia,tree-sitter/tree-sitter-julia,signature,$.content.members[1],$.content,2,1,SYMBOL,call_expression,,,"{""type"":""SYMBOL"",""name"":""call_expression""}"
julia,tree-sitter/tree-sitter-julia,signature,$.content.members[2],$.content,2,2,ALIAS,,"""argument_list""",True,"{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""tuple_expression""},""named"":true,""value"":""argument_list""}"
julia,tree-sitter/tree-sitter-julia,signature,$.content.members[2].content,$.content.members[2],3,content,SYMBOL,tuple_expression,,,"{""type"":""SYMBOL"",""name"":""tuple_expression""}"
julia,tree-sitter/tree-sitter-julia,signature,$.content.members[3],$.content,2,3,SYMBOL,typed_expression,,,"{""type"":""SYMBOL"",""name"":""typed_expression""}"
julia,tree-sitter/tree-sitter-julia,signature,$.content.members[4],$.content,2,4,SYMBOL,where_expression,,,"{""type"":""SYMBOL"",""name"":""where_expression""}"
julia,tree-sitter/tree-sitter-julia,function_definition,$,,0,,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""function""},{""type"":""SYMBOL"",""name"":""signature""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_terminator""},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""block""},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""end""}]}"
julia,tree-sitter/tree-sitter-julia,function_definition,$.members[0],$,1,0,STRING,,"""function""",,"{""type"":""STRING"",""value"":""function""}"
julia,tree-sitter/tree-sitter-julia,function_definition,$.members[1],$,1,1,SYMBOL,signature,,,"{""type"":""SYMBOL"",""name"":""signature""}"
julia,tree-sitter/tree-sitter-julia,function_definition,$.members[2],$,1,2,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_terminator""},{""type"":""BLANK""}]}"
julia,tree-sitter/tree-sitter-julia,function_definition,$.members[2].members[0],$.members[2],2,0,SYMBOL,_terminator,,,"{""type"":""SYMBOL"",""name"":""_terminator""}"
julia,tree-sitter/tree-sitter-julia,function_definition,$.members[2].members[1],$.members[2],2,1,BLANK,,,,"{""type"":""BLANK""}"
julia,tree-sitter/tree-sitter-julia,function_definition,$.members[3],$,1,3,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""block""},{""type"":""BLANK""}]}"
julia,tree-sitter/tree-sitter-julia,function_definition,$.members[3].members[0],$.members[3],2,0,SYMBOL,block,,,"{""type"":""SYMBOL"",""name"":""block""}"
julia,tree-sitter/tree-sitter-julia,function_definition,$.members[3].members[1],$.members[3],2,1,BLANK,,,,"{""type"":""BLANK""}"
julia,tree-sitter/tree-sitter-julia,function_definition,$.members[4],$,1,4,STRING,,"""end""",,"{""type"":""STRING"",""value"":""end""}"
julia,tree-sitter/tree-sitter-julia,macro_definition,$,,0,,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""macro""},{""type"":""SYMBOL"",""name"":""signature""},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_terminator""},{""type"":""BLANK""}]},{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""block""},{""type"":""BLANK""}]},{""type"":""STRING"",""value"":""end""}]}"
julia,tree-sitter/tree-sitter-julia,macro_definition,$.members[0],$,1,0,STRING,,"""macro""",,"{""type"":""STRING"",""value"":""macro""}"
julia,tree-sitter/tree-sitter-julia,macro_definition,$.members[1],$,1,1,SYMBOL,signature,,,"{""type"":""SYMBOL"",""name"":""signature""}"
julia,tree-sitter/tree-sitter-julia,macro_definition,$.members[2],$,1,2,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_terminator""},{""type"":""BLANK""}]}"
julia,tree-sitter/tree-sitter-julia,macro_definition,$.members[2].members[0],$.members[2],2,0,SYMBOL,_terminator,,,"{""type"":""SYMBOL"",""name"":""_terminator""}"
julia,tree-sitter/tree-sitter-julia,macro_definition,$.members[2].members[1],$.members[2],2,1,BLANK,,,,"{""type"":""BLANK""}"
julia,tree-sitter/tree-sitter-julia,macro_definition,$.members[3],$,1,3,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""block""},{""type"":""BLANK""}]}"
julia,tree-sitter/tree-sitter-julia,macro_definition,$.members[3].members[0],$.members[3],2,0,SYMBOL,block,,,"{""type"":""SYMBOL"",""name"":""block""}"
julia,tree-sitter/tree-sitter-julia,macro_definition,$.members[3].members[1],$.members[3],2,1,BLANK,,,,"{""type"":""BLANK""}"
julia,tree-sitter/tree-sitter-julia,macro_definition,$.members[4],$,1,4,STRING,,"""end""",,"{""type"":""STRING"",""value"":""end""}"
julia,tree-sitter/tree-sitter-julia,_statement,$,,0,,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""compound_statement""},{""type"":""SYMBOL"",""name"":""quote_statement""},{""type"":""SYMBOL"",""name"":""let_statement""},{""type"":""SYMBOL"",""name"":""if_statement""},{""type"":""SYMBOL"",""name"":""try_statement""},{""type"":""SYMBOL"",""name"":""for_statement""},{""type"":""SYMBOL"",""name"":""while_statement""},{""type"":""SYMBOL"",""name"":""break_statement""},{""type"":""SYMBOL"",""name"":""continue_statement""},{""type"":""SYMBOL"",""name"":""return_statement""},{""type"":""SYMBOL"",""name"":""const_statement""},{""type"":""SYMBOL"",""name"":""global_statement""},{""type"":""SYMBOL"",""name"":""local_statement""},{""type"":""SYMBOL"",""name"":""export_statement""},{""type"":""SYMBOL"",""name"":""import_statement""},{""type"":""SYMBOL"",""name"":""public_statement""},{""type"":""SYMBOL"",""name"":""using_statement""}]}"
julia,tree-sitter/tree-sitter-julia,_statement,$.members[0],$,1,0,SYMBOL,compound_statement,,,"{""type"":""SYMBOL"",""name"":""compound_statement""}"
julia,tree-sitter/tree-sitter-julia,_statement,$.members[1],$,1,1,SYMBOL,quote_statement,,,"{""type"":""SYMBOL"",""name"":""quote_statement""}"
julia,tree-sitter/tree-sitter-julia,_statement,$.members[2],$,1,2,SYMBOL,let_statement,,,"{""type"":""SYMBOL"",""name"":""let_statement""}"
julia,tree-sitter/tree-sitter-julia,_statement,$.members[3],$,1,3,SYMBOL,if_statement,,,"{""type"":""SYMBOL"",""name"":""if_statement""}"
julia,tree-sitter/tree-sitter-julia,_statement,$.members[4],$,1,4,SYMBOL,try_statement,,,"{""type"":""SYMBOL"",""name"":""try_statement""}"
julia,tree-sitter/tree-sitter-julia,_statement,$.members[5],$,1,5,SYMBOL,for_statement,,,"{""type"":""SYMBOL"",""name"":""for_statement""}"
julia,tree-sitter/tree-sitter-julia,_statement,$.members[6],$,1,6,SYMBOL,while_statement,,,"{""type"":""SYMBOL"",""name"":""while_statement""}"
julia,tree-sitter/tree-sitter-julia,_statement,$.members[7],$,1,7,SYMBOL,break_statement,,,"{""type"":""SYMBOL"",""name"":""break_statement""}"
julia,tree-sitter/tree-sitter-julia,_statement,$.members[8],$,1,8,SYMBOL,continue_statement,,,"{""type"":""SYMBOL"",""name"":""continue_statement""}"
julia,tree-sitter/tree-sitter-julia,_statement,$.members[9],$,1,9,SYMBOL,return_statement,,,"{""type"":""SYMBOL"",""name"":""return_statement""}"
julia,tree-sitter/tree-sitter-julia,_statement,$.members[10],$,1,10,SYMBOL,const_statement,,,"{""type"":""SYMBOL"",""name"":""const_statement""}"
julia,tree-sitter/tree-sitter-julia,_statement,$.members[11],$,1,11,SYMBOL,global_statement,,,"{""type"":""SYMBOL"",""name"":""global_statement""}"
julia,tree-sitter/tree-sitter-julia,_statement,$.members[12],$,1,12,SYMBOL,local_statement,,,"{""type"":""SYMBOL"",""name"":""local_statement""}"
julia,tree-sitter/tree-sitter-julia,_statement,$.members[13],$,1,13,SYMBOL,export_statement,,,"{""type"":""SYMBOL"",""name"":""export_statement""}"
julia,tree-sitter/tree-sitter-julia,_statement,$.members[14],$,1,14,SYMBOL,import_statement,,,"{""type"":""SYMBOL"",""name"":""import_statement""}"
julia,tree-sitter/tree-sitter-julia,_statement,$.members[15],$,1,15,SYMBOL,public_statement,,,"{""type"":""SYMBOL"",""name"":""public_statement""}"
julia,tree-sitter/tree-sitter-julia,_statement,$.members[16],$,1,16,SYMBOL,using_statement,,,"{""type"":""SYMBOL"",""name"":""using_statement""}"
